SALESORDERID,SALESORDERITEM,PRODUCTID,NETAMOUNT,QUANTITY,DELIVERYDATE,PRECIO_UNITARIO
500000156,50,CC-1023,1190.88,4,2018-11-14,297.72
500000156,60,EB-1136,4375.0,8,2018-11-14,546.875
500000156,70,CC-1021,1001.0,5,2018-11-14,200.2
500000157,10,EB-1132,1662.5,7,2018-11-10,237.5
500000157,20,HB-1171,611.62,6,2018-11-10,101.93666666666667
500000157,30,DB-1082,1093.75,10,2018-11-10,109.375
500000157,40,BX-1011,217.88,10,2018-11-10,21.788
500000157,50,RC-1052,3499.12,5,2018-11-10,699.824
500000157,60,MB-1033,3499.12,8,2018-11-10,437.39
500000157,70,HB-1173,567.88,9,2018-11-10,63.09777777777778
500000157,80,EB-1132,1662.5,5,2018-11-10,332.5
500000157,90,RO-1001,459.38,8,2018-11-10,57.4225
500000157,100,BX-1013,392.88,3,2018-11-10,130.96
500000158,10,MB-1033,3499.12,7,2018-11-07,499.8742857142857
500000158,20,RC-1055,1749.12,4,2018-11-07,437.28
500000158,30,CC-1023,1190.88,3,2018-11-07,396.96000000000004
500000158,40,RC-1057,4374.12,8,2018-11-07,546.765
500000159,10,BX-1011,217.88,7,2018-11-03,31.125714285714285
500000159,20,CC-1023,1190.88,8,2018-11-03,148.86
500000159,30,EB-1137,6912.5,5,2018-11-03,1382.5
500000160,10,CB-1161,349.12,1,2018-11-26,349.12
500000160,20,DB-1083,1049.12,6,2018-11-26,174.85333333333332
500000160,30,EB-1134,4200.0,9,2018-11-26,466.6666666666667
500000160,40,RO-1001,459.38,7,2018-11-26,65.62571428571428
500000161,10,HB-1176,1049.12,5,2018-11-11,209.82399999999998
500000161,20,MB-1031,567.88,6,2018-11-11,94.64666666666666
500000162,10,RC-1054,4811.62,2,2018-11-16,2405.81
500000162,20,RC-1056,2186.62,7,2018-11-16,312.3742857142857
500000162,30,BX-1013,392.88,2,2018-11-16,196.44
500000163,10,MB-1034,2186.62,8,2018-11-26,273.3275
500000163,20,EB-1133,1968.75,3,2018-11-26,656.25
500000163,30,BX-1016,279.12,6,2018-11-26,46.52
500000163,40,HB-1173,567.88,3,2018-11-26,189.29333333333332
500000163,50,EB-1135,2625.0,5,2018-11-26,525.0
500000163,60,HB-1173,567.88,6,2018-11-26,94.64666666666666
500000163,70,DB-1083,1049.12,8,2018-11-26,131.14
500000164,10,RC-1055,1749.12,7,,249.8742857142857
500000164,20,EB-1132,1662.5,9,,184.72222222222223
500000164,30,CC-1023,1190.88,1,,1190.88
500000164,40,BX-1012,349.12,2,,174.56
500000165,10,MB-1031,567.88,3,2018-12-03,189.29333333333332
500000165,20,EB-1134,4200.0,9,2018-12-03,466.6666666666667
500000165,30,RC-1055,1749.12,6,2018-12-03,291.52
500000165,40,BX-1015,261.62,2,2018-12-03,130.81
500000165,50,RC-1052,3499.12,3,2018-12-03,1166.3733333333332
500000165,60,HB-1173,567.88,4,2018-12-03,141.97
500000165,70,CB-1161,349.12,1,2018-12-03,349.12
500000165,80,EB-1133,1968.75,7,2018-12-03,281.25
500000165,90,MB-1033,3499.12,6,2018-12-03,583.1866666666666
500000166,10,CC-1021,1001.0,2,2018-12-07,500.5
500000166,20,BX-1012,349.12,1,2018-12-07,349.12
500000166,30,DB-1081,1311.62,8,2018-12-07,163.9525
500000166,40,RC-1054,4811.62,10,2018-12-07,481.162
500000166,50,EB-1134,4200.0,1,2018-12-07,4200.0
500000166,60,HB-1173,567.88,4,2018-12-07,141.97
500000167,10,MB-1034,2186.62,8,2018-11-13,273.3275
500000167,20,DB-1083,1049.12,3,2018-11-13,349.70666666666665
500000168,10,HB-1175,786.62,8,2018-12-05,98.3275
500000168,20,EB-1137,6912.5,7,2018-12-05,987.5
500000168,30,EB-1134,4200.0,8,2018-12-05,525.0
500000168,40,HB-1176,1049.12,9,2018-12-05,116.56888888888888
500000168,50,BX-1013,392.88,2,2018-12-05,196.44
500000168,60,CC-1022,1050.0,8,2018-12-05,131.25
500000168,70,BX-1013,392.88,9,2018-12-05,43.653333333333336
500000169,10,BX-1011,217.88,5,2018-12-11,43.576
500000170,10,HB-1173,567.88,3,2018-11-24,189.29333333333332
500000170,20,BX-1011,217.88,1,2018-11-24,217.88
500000170,30,EB-1134,4200.0,5,2018-11-24,840.0
500000170,40,EB-1134,4200.0,7,2018-11-24,600.0
500000171,10,RC-1052,3499.12,10,2018-11-25,349.912
500000171,20,BX-1011,217.88,2,2018-11-25,108.94
500000171,30,BX-1014,699.12,3,2018-11-25,233.04
500000171,40,CB-1163,252.0,7,2018-11-25,36.0
500000171,50,HB-1175,786.62,2,2018-11-25,393.31
500000171,60,HB-1171,611.62,4,2018-11-25,152.905
500000171,70,EB-1137,6912.5,8,2018-11-25,864.0625
500000171,80,BX-1013,392.88,8,2018-11-25,49.11
500000171,90,RC-1057,4374.12,7,2018-11-25,624.8742857142857
500000171,100,BX-1015,261.62,9,2018-11-25,29.06888888888889
500000172,10,DB-1082,1093.75,8,2018-12-14,136.71875
500000172,20,BX-1011,217.88,7,2018-12-14,31.125714285714285
500000172,30,EB-1134,4200.0,9,2018-12-14,466.6666666666667
500000172,40,RC-1055,1749.12,7,2018-12-14,249.8742857142857
500000172,50,RC-1057,4374.12,8,2018-12-14,546.765
500000172,60,BX-1015,261.62,7,2018-12-14,37.37428571428571
500000172,70,HB-1175,786.62,1,2018-12-14,786.62
500000172,80,HB-1171,611.62,10,2018-12-14,61.162
500000172,90,BX-1013,392.88,4,2018-12-14,98.22
500000173,10,RC-1053,4024.12,1,2018-12-03,4024.12
500000173,20,RC-1055,1749.12,6,2018-12-03,291.52
500000173,30,EB-1132,1662.5,2,2018-12-03,831.25
500000173,40,BX-1016,279.12,7,2018-12-03,39.87428571428571
500000173,50,EB-1131,1312.5,2,2018-12-03,656.25
500000173,60,MB-1031,567.88,5,2018-12-03,113.576
500000174,10,HB-1172,699.12,1,2018-11-26,699.12
500000174,20,RO-1003,630.88,5,2018-11-26,126.176
500000174,30,CB-1163,252.0,4,2018-11-26,63.0
500000174,40,RC-1052,3499.12,9,2018-11-26,388.7911111111111
500000174,50,RO-1002,602.88,3,2018-11-26,200.96
500000174,60,CB-1162,350.0,2,2018-11-26,175.0
500000174,70,CC-1023,1190.88,9,2018-11-26,132.32000000000002
500000174,80,EB-1137,6912.5,8,2018-11-26,864.0625
500000175,10,RC-1052,3499.12,4,2018-12-11,874.78
500000175,20,EB-1137,6912.5,1,2018-12-11,6912.5
500000175,30,RC-1052,3499.12,6,2018-12-11,583.1866666666666
500000175,40,EB-1134,4200.0,3,2018-12-11,1400.0
500000175,50,DB-1082,1093.75,10,2018-12-11,109.375
500000175,60,EB-1136,4375.0,6,2018-12-11,729.1666666666666
500000176,10,EB-1131,1312.5,3,2018-11-30,437.5
500000176,20,RC-1056,2186.62,2,2018-11-30,1093.31
500000176,30,CB-1163,252.0,1,2018-11-30,252.0
500000176,40,BX-1016,279.12,1,2018-11-30,279.12
500000176,50,RC-1057,4374.12,3,2018-11-30,1458.04
500000176,60,RC-1056,2186.62,7,2018-11-30,312.3742857142857
500000176,70,BX-1014,699.12,4,2018-11-30,174.78
500000176,80,EB-1136,4375.0,1,2018-11-30,4375.0
500000177,10,RC-1051,2186.62,5,2018-11-30,437.32399999999996
500000177,20,HB-1171,611.62,6,2018-11-30,101.93666666666667
500000177,30,DB-1083,1049.12,5,2018-11-30,209.82399999999998
500000177,40,HB-1175,786.62,8,2018-11-30,98.3275
500000177,50,EB-1134,4200.0,3,2018-11-30,1400.0
500000178,10,MB-1034,2186.62,10,2018-12-07,218.66199999999998
500000178,20,EB-1136,4375.0,10,2018-12-07,437.5
500000178,30,EB-1134,4200.0,10,2018-12-07,420.0
500000178,40,RC-1054,4811.62,7,2018-12-07,687.3742857142857
500000178,50,MB-1033,3499.12,1,2018-12-07,3499.12
500000178,60,BX-1016,279.12,5,2018-12-07,55.824
500000178,70,MB-1031,567.88,10,2018-12-07,56.788
500000179,10,MB-1032,1136.62,6,2018-12-04,189.43666666666664
500000180,10,EB-1136,4375.0,3,2018-12-15,1458.3333333333333
500000180,20,DB-1082,1093.75,7,2018-12-15,156.25
500000180,30,BX-1013,392.88,3,2018-12-15,130.96
500000180,40,RO-1003,630.88,7,2018-12-15,90.12571428571428
500000180,50,HB-1174,331.62,7,2018-12-15,47.37428571428571
500000180,60,MB-1033,3499.12,7,2018-12-15,499.8742857142857
500000180,70,EB-1136,4375.0,8,2018-12-15,546.875
500000180,80,CB-1161,349.12,10,2018-12-15,34.912
500000181,10,BX-1012,349.12,2,2018-11-27,174.56
500000181,20,DB-1082,1093.75,1,2018-11-27,1093.75
500000181,30,DB-1083,1049.12,7,2018-11-27,149.8742857142857
500000181,40,CC-1022,1050.0,7,2018-11-27,150.0
500000182,10,BX-1015,261.62,4,2018-12-14,65.405
500000182,20,HB-1172,699.12,3,2018-12-14,233.04
500000182,30,BX-1013,392.88,10,2018-12-14,39.288
500000182,40,RC-1055,1749.12,1,2018-12-14,1749.12
500000182,50,RC-1056,2186.62,5,2018-12-14,437.32399999999996
500000182,60,BX-1012,349.12,5,2018-12-14,69.824
500000182,70,DB-1082,1093.75,3,2018-12-14,364.5833333333333
500000182,80,CB-1163,252.0,6,2018-12-14,42.0
500000182,90,CC-1023,1190.88,5,2018-12-14,238.17600000000002
500000182,100,CB-1163,252.0,4,2018-12-14,63.0
500000183,10,HB-1174,331.62,3,2018-12-08,110.54
500000183,20,HB-1173,567.88,9,2018-12-08,63.09777777777778
500000183,30,EB-1134,4200.0,7,2018-12-08,600.0
500000183,40,CB-1163,252.0,5,2018-12-08,50.4
500000183,50,EB-1134,4200.0,8,2018-12-08,525.0
500000183,60,BX-1013,392.88,1,2018-12-08,392.88
500000183,70,MB-1032,1136.62,1,2018-12-08,1136.62
500000184,10,RC-1052,3499.12,5,2018-12-03,699.824
500000184,20,MB-1032,1136.62,7,2018-12-03,162.3742857142857
500000184,30,CC-1023,1190.88,10,2018-12-03,119.08800000000001
500000184,40,EB-1132,1662.5,7,2018-12-03,237.5
500000185,10,EB-1131,1312.5,1,2018-12-04,1312.5
500000185,20,CB-1161,349.12,6,2018-12-04,58.18666666666667
500000185,30,RC-1055,1749.12,3,2018-12-04,583.04
500000185,40,BX-1013,392.88,1,2018-12-04,392.88
500000185,50,EB-1135,2625.0,1,2018-12-04,2625.0
500000185,60,EB-1131,1312.5,7,2018-12-04,187.5
500000185,70,CB-1161,349.12,9,2018-12-04,38.791111111111114
500000185,80,BX-1013,392.88,8,2018-12-04,49.11
500000185,90,MB-1033,3499.12,10,2018-12-04,349.912
500000186,10,CB-1163,252.0,6,2018-12-19,42.0
500000186,20,RC-1051,2186.62,7,2018-12-19,312.3742857142857
500000186,30,CC-1023,1190.88,9,2018-12-19,132.32000000000002
500000186,40,MB-1034,2186.62,6,2018-12-19,364.43666666666667
500000187,10,RO-1003,630.88,6,2019-01-02,105.14666666666666
500000187,20,RO-1001,459.38,5,2019-01-02,91.876
500000188,10,HB-1175,786.62,1,2018-12-17,786.62
500000188,20,BX-1016,279.12,3,2018-12-17,93.04
500000188,30,BX-1013,392.88,3,2018-12-17,130.96
500000189,10,BX-1015,261.62,9,2018-12-15,29.06888888888889
500000189,20,MB-1032,1136.62,1,2018-12-15,1136.62
500000190,10,BX-1011,217.88,3,2018-12-27,72.62666666666667
500000190,20,BX-1014,699.12,10,2018-12-27,69.912
500000191,10,BX-1015,261.62,9,2018-12-23,29.06888888888889
500000191,20,RO-1003,630.88,2,2018-12-23,315.44
500000191,30,CB-1162,350.0,9,2018-12-23,38.888888888888886
500000191,40,EB-1131,1312.5,8,2018-12-23,164.0625
500000191,50,RO-1003,630.88,2,2018-12-23,315.44
500000191,60,BX-1016,279.12,5,2018-12-23,55.824
500000191,70,HB-1171,611.62,7,2018-12-23,87.37428571428572
500000191,80,BX-1011,217.88,2,2018-12-23,108.94
500000192,10,CC-1021,1001.0,7,2019-01-01,143.0
500000192,20,EB-1137,6912.5,10,2019-01-01,691.25
500000192,30,RC-1052,3499.12,5,2019-01-01,699.824
500000192,40,MB-1033,3499.12,8,2019-01-01,437.39
500000192,50,HB-1173,567.88,2,2019-01-01,283.94
500000193,10,RC-1054,4811.62,4,2019-01-14,1202.905
500000193,20,EB-1134,4200.0,4,2019-01-14,1050.0
500000193,30,RC-1055,1749.12,10,2019-01-14,174.91199999999998
500000193,40,HB-1175,786.62,5,2019-01-14,157.324
500000193,50,DB-1083,1049.12,3,2019-01-14,349.70666666666665
500000193,60,CB-1163,252.0,5,2019-01-14,50.4
500000193,70,BX-1014,699.12,5,2019-01-14,139.824
500000193,80,RC-1056,2186.62,3,2019-01-14,728.8733333333333
500000194,10,HB-1176,1049.12,7,2019-01-15,149.8742857142857
500000195,10,EB-1136,4375.0,3,2018-12-21,1458.3333333333333
500000195,20,EB-1131,1312.5,8,2018-12-21,164.0625
500000195,30,EB-1137,6912.5,3,2018-12-21,2304.1666666666665
500000195,40,EB-1131,1312.5,7,2018-12-21,187.5
500000195,50,DB-1082,1093.75,4,2018-12-21,273.4375
500000195,60,RO-1002,602.88,4,2018-12-21,150.72
500000195,70,MB-1034,2186.62,1,2018-12-21,2186.62
500000196,10,CB-1163,252.0,1,2018-12-27,252.0
500000196,20,RC-1057,4374.12,8,2018-12-27,546.765
500000196,30,BX-1013,392.88,9,2018-12-27,43.653333333333336
500000196,40,DB-1083,1049.12,1,2018-12-27,1049.12
500000196,50,CB-1163,252.0,8,2018-12-27,31.5
500000196,60,RC-1056,2186.62,4,2018-12-27,546.655
500000196,70,BX-1012,349.12,9,2018-12-27,38.791111111111114
500000196,80,RO-1001,459.38,10,2018-12-27,45.938
500000196,90,CC-1023,1190.88,7,2018-12-27,170.1257142857143
500000196,100,BX-1013,392.88,7,2018-12-27,56.12571428571429
500000197,10,DB-1081,1311.62,4,2019-01-08,327.905
500000198,10,CB-1161,349.12,4,2018-12-28,87.28
500000198,20,RC-1056,2186.62,8,2018-12-28,273.3275
500000198,30,EB-1134,4200.0,8,2018-12-28,525.0
500000198,40,HB-1172,699.12,6,2018-12-28,116.52
500000198,50,BX-1014,699.12,1,2018-12-28,699.12
500000198,60,BX-1015,261.62,4,2018-12-28,65.405
500000198,70,CC-1021,1001.0,2,2018-12-28,500.5
500000199,10,CC-1021,1001.0,3,2018-12-23,333.6666666666667
500000199,20,CC-1021,1001.0,9,2018-12-23,111.22222222222223
500000200,10,BX-1012,349.12,5,2019-01-08,69.824
500000200,20,HB-1171,611.62,8,2019-01-08,76.4525
500000200,30,MB-1033,3499.12,7,2019-01-08,499.8742857142857
500000201,10,RC-1054,4811.62,4,2019-01-21,1202.905
500000201,20,DB-1083,1049.12,4,2019-01-21,262.28
500000201,30,CB-1163,252.0,7,2019-01-21,36.0
500000201,40,BX-1015,261.62,9,2019-01-21,29.06888888888889
500000202,10,DB-1082,1093.75,5,2019-01-17,218.75
500000202,20,MB-1032,1136.62,5,2019-01-17,227.32399999999998
500000202,30,RC-1055,1749.12,4,2019-01-17,437.28
500000202,40,RC-1053,4024.12,8,2019-01-17,503.015
500000202,50,EB-1132,1662.5,9,2019-01-17,184.72222222222223
500000202,60,RO-1002,602.88,2,2019-01-17,301.44
500000202,70,BX-1011,217.88,6,2019-01-17,36.31333333333333
500000202,80,HB-1171,611.62,4,2019-01-17,152.905
500000202,90,BX-1013,392.88,4,2019-01-17,98.22
500000203,10,BX-1015,261.62,6,2019-01-18,43.60333333333333
500000203,20,CB-1161,349.12,5,2019-01-18,69.824
500000203,30,BX-1015,261.62,6,2019-01-18,43.60333333333333
500000203,40,EB-1133,1968.75,10,2019-01-18,196.875
500000203,50,MB-1032,1136.62,5,2019-01-18,227.32399999999998
500000203,60,RC-1056,2186.62,5,2019-01-18,437.32399999999996
500000203,70,HB-1176,1049.12,9,2019-01-18,116.56888888888888
500000204,10,DB-1081,1311.62,3,2018-12-26,437.20666666666665
500000204,20,DB-1083,1049.12,10,2018-12-26,104.91199999999999
500000204,30,DB-1081,1311.62,7,2018-12-26,187.3742857142857
500000204,40,CB-1161,349.12,10,2018-12-26,34.912
500000204,50,RC-1056,2186.62,3,2018-12-26,728.8733333333333
500000204,60,HB-1174,331.62,8,2018-12-26,41.4525
500000205,10,RC-1057,4374.12,5,2019-01-22,874.824
500000205,20,HB-1175,786.62,6,2019-01-22,131.10333333333332
500000205,30,EB-1137,6912.5,5,2019-01-22,1382.5
500000205,40,EB-1131,1312.5,8,2019-01-22,164.0625
500000205,50,RC-1057,4374.12,8,2019-01-22,546.765
500000205,60,DB-1081,1311.62,2,2019-01-22,655.81
500000205,70,EB-1131,1312.5,2,2019-01-22,656.25
500000206,10,RC-1052,3499.12,5,2019-01-02,699.824
500000206,20,RO-1002,602.88,9,2019-01-02,66.98666666666666
500000206,30,RC-1052,3499.12,7,2019-01-02,499.8742857142857
500000206,40,EB-1137,6912.5,10,2019-01-02,691.25
500000206,50,HB-1174,331.62,3,2019-01-02,110.54
500000207,10,CC-1021,1001.0,3,2019-01-22,333.6666666666667
500000207,20,RC-1051,2186.62,4,2019-01-22,546.655
500000207,30,EB-1132,1662.5,7,2019-01-22,237.5
500000207,40,HB-1174,331.62,10,2019-01-22,33.162
500000207,50,BX-1014,699.12,9,2019-01-22,77.68
500000207,60,EB-1133,1968.75,9,2019-01-22,218.75
500000207,70,HB-1176,1049.12,4,2019-01-22,262.28
500000208,10,EB-1131,1312.5,3,2019-01-18,437.5
500000208,20,BX-1011,217.88,2,2019-01-18,108.94
500000208,30,DB-1081,1311.62,10,2019-01-18,131.16199999999998
500000208,40,HB-1172,699.12,7,2019-01-18,99.87428571428572
500000208,50,EB-1137,6912.5,6,2019-01-18,1152.0833333333333
500000208,60,HB-1175,786.62,1,2019-01-18,786.62
500000209,10,RO-1003,630.88,7,2019-01-03,90.12571428571428
500000209,20,EB-1136,4375.0,3,2019-01-03,1458.3333333333333
500000209,30,DB-1083,1049.12,6,2019-01-03,174.85333333333332
500000209,40,EB-1136,4375.0,6,2019-01-03,729.1666666666666
500000209,50,BX-1011,217.88,5,2019-01-03,43.576
500000209,60,HB-1172,699.12,6,2019-01-03,116.52
500000209,70,RO-1001,459.38,9,2019-01-03,51.04222222222222
500000209,80,RC-1051,2186.62,10,2019-01-03,218.66199999999998
500000210,10,EB-1135,2625.0,3,2019-01-09,875.0
500000210,20,BX-1015,261.62,2,2019-01-09,130.81
500000210,30,EB-1137,6912.5,4,2019-01-09,1728.125
500000210,40,CB-1163,252.0,8,2019-01-09,31.5
500000210,50,BX-1016,279.12,7,2019-01-09,39.87428571428571
500000210,60,CB-1163,252.0,7,2019-01-09,36.0
500000210,70,RC-1055,1749.12,8,2019-01-09,218.64
500000211,10,RO-1001,459.38,9,2019-01-02,51.04222222222222
500000211,20,BX-1011,217.88,10,2019-01-02,21.788
500000211,30,BX-1016,279.12,9,2019-01-02,31.013333333333335
500000211,40,HB-1172,699.12,7,2019-01-02,99.87428571428572
500000211,50,EB-1132,1662.5,8,2019-01-02,207.8125
500000211,60,MB-1032,1136.62,3,2019-01-02,378.8733333333333
500000211,70,CB-1162,350.0,5,2019-01-02,70.0
500000211,80,RO-1002,602.88,7,2019-01-02,86.12571428571428
500000212,10,HB-1176,1049.12,4,2019-01-13,262.28
500000212,20,EB-1132,1662.5,7,2019-01-13,237.5
500000212,30,RC-1052,3499.12,4,2019-01-13,874.78
500000212,40,EB-1132,1662.5,1,2019-01-13,1662.5
500000212,50,RC-1054,4811.62,3,2019-01-13,1603.8733333333332
500000213,10,CC-1023,1190.88,2,2019-02-05,595.44
500000213,20,RC-1057,4374.12,8,2019-02-05,546.765
500000213,30,HB-1174,331.62,8,2019-02-05,41.4525
500000213,40,CB-1163,252.0,3,2019-02-05,84.0
500000213,50,MB-1034,2186.62,9,2019-02-05,242.95777777777778
500000214,10,EB-1134,4200.0,4,2019-02-03,1050.0
500000214,20,MB-1031,567.88,2,2019-02-03,283.94
500000214,30,EB-1134,4200.0,6,2019-02-03,700.0
500000214,40,CC-1021,1001.0,9,2019-02-03,111.22222222222223
500000214,50,DB-1083,1049.12,2,2019-02-03,524.56
500000214,60,CC-1022,1050.0,9,2019-02-03,116.66666666666667
500000214,70,DB-1081,1311.62,4,2019-02-03,327.905
500000215,10,MB-1033,3499.12,4,2019-01-23,874.78
500000215,20,RO-1002,602.88,6,2019-01-23,100.48
500000215,30,CB-1163,252.0,2,2019-01-23,126.0
500000215,40,BX-1013,392.88,8,2019-01-23,49.11
500000215,50,HB-1174,331.62,2,2019-01-23,165.81
500000215,60,MB-1032,1136.62,7,2019-01-23,162.3742857142857
500000215,70,EB-1136,4375.0,5,2019-01-23,875.0
500000215,80,HB-1171,611.62,2,2019-01-23,305.81
500000215,90,EB-1134,4200.0,4,2019-01-23,1050.0
500000215,100,MB-1034,2186.62,4,2019-01-23,546.655
500000216,10,EB-1137,6912.5,5,2019-01-15,1382.5
500000216,20,MB-1033,3499.12,3,2019-01-15,1166.3733333333332
500000216,30,DB-1082,1093.75,10,2019-01-15,109.375
500000216,40,BX-1016,279.12,3,2019-01-15,93.04
500000216,50,RO-1002,602.88,5,2019-01-15,120.576
500000216,60,HB-1171,611.62,7,2019-01-15,87.37428571428572
500000216,70,BX-1013,392.88,5,2019-01-15,78.576
500000216,80,RC-1056,2186.62,3,2019-01-15,728.8733333333333
500000216,90,BX-1013,392.88,1,2019-01-15,392.88
500000217,10,MB-1031,567.88,5,2019-01-25,113.576
500000217,20,HB-1175,786.62,6,2019-01-25,131.10333333333332
500000217,30,EB-1135,2625.0,7,2019-01-25,375.0
500000217,40,EB-1136,4375.0,10,2019-01-25,437.5
500000218,10,MB-1031,567.88,2,2019-01-20,283.94
500000218,20,RC-1057,4374.12,7,2019-01-20,624.8742857142857
500000218,30,EB-1134,4200.0,2,2019-01-20,2100.0
500000218,40,RC-1051,2186.62,5,2019-01-20,437.32399999999996
500000218,50,MB-1031,567.88,8,2019-01-20,70.985
500000218,60,CC-1023,1190.88,4,2019-01-20,297.72
500000218,70,DB-1083,1049.12,7,2019-01-20,149.8742857142857
500000219,10,BX-1015,261.62,10,2019-01-19,26.162
500000219,20,DB-1081,1311.62,4,2019-01-19,327.905
500000220,10,BX-1011,217.88,9,2019-01-28,24.20888888888889
500000221,10,DB-1083,1049.12,4,2019-01-22,262.28
500000221,20,EB-1133,1968.75,5,2019-01-22,393.75
500000221,30,RC-1057,4374.12,6,2019-01-22,729.02
500000221,40,RO-1003,630.88,7,2019-01-22,90.12571428571428
500000221,50,CC-1023,1190.88,3,2019-01-22,396.96000000000004
500000221,60,BX-1012,349.12,8,2019-01-22,43.64
500000221,70,MB-1031,567.88,3,2019-01-22,189.29333333333332
500000221,80,CC-1021,1001.0,10,2019-01-22,100.1
500000221,90,HB-1173,567.88,2,2019-01-22,283.94
500000221,100,CC-1023,1190.88,3,2019-01-22,396.96000000000004
500000222,10,EB-1136,4375.0,10,2019-01-17,437.5
500000222,20,RO-1003,630.88,9,2019-01-17,70.09777777777778
500000222,30,BX-1013,392.88,3,2019-01-17,130.96
500000222,40,MB-1031,567.88,3,2019-01-17,189.29333333333332
500000222,50,BX-1012,349.12,7,2019-01-17,49.87428571428571
500000222,60,RC-1051,2186.62,3,2019-01-17,728.8733333333333
500000222,70,RC-1052,3499.12,10,2019-01-17,349.912
500000222,80,EB-1136,4375.0,4,2019-01-17,1093.75
500000222,90,CC-1023,1190.88,1,2019-01-17,1190.88
500000222,100,EB-1136,4375.0,5,2019-01-17,875.0
500000223,10,RO-1003,630.88,8,2019-01-19,78.86
500000223,20,RC-1054,4811.62,1,2019-01-19,4811.62
500000223,30,HB-1173,567.88,5,2019-01-19,113.576
500000223,40,RC-1054,4811.62,3,2019-01-19,1603.8733333333332
500000223,50,RO-1002,602.88,3,2019-01-19,200.96
500000224,10,BX-1011,217.88,5,2019-01-22,43.576
500000224,20,HB-1171,611.62,5,2019-01-22,122.324
500000224,30,RC-1052,3499.12,3,2019-01-22,1166.3733333333332
500000224,40,BX-1014,699.12,3,2019-01-22,233.04
500000224,50,RO-1003,630.88,9,2019-01-22,70.09777777777778
500000225,10,RO-1002,602.88,1,2019-01-27,602.88
500000225,20,RC-1055,1749.12,8,2019-01-27,218.64
500000225,30,CB-1163,252.0,7,2019-01-27,36.0
500000225,40,RC-1055,1749.12,3,2019-01-27,583.04
500000225,50,RO-1003,630.88,4,2019-01-27,157.72
500000225,60,BX-1016,279.12,7,2019-01-27,39.87428571428571
500000225,70,CC-1021,1001.0,5,2019-01-27,200.2
500000225,80,BX-1014,699.12,10,2019-01-27,69.912
500000225,90,EB-1134,4200.0,7,2019-01-27,600.0
500000225,100,MB-1033,3499.12,9,2019-01-27,388.7911111111111
500000226,10,EB-1132,1662.5,3,2019-02-19,554.1666666666666
500000226,20,HB-1173,567.88,6,2019-02-19,94.64666666666666
500000226,30,BX-1013,392.88,1,2019-02-19,392.88
500000227,10,CC-1022,1050.0,8,2019-01-25,131.25
500000228,10,HB-1174,331.62,4,2019-02-12,82.905
500000228,20,RC-1055,1749.12,8,2019-02-12,218.64
500000228,30,RC-1052,3499.12,6,2019-02-12,583.1866666666666
500000228,40,DB-1083,1049.12,9,2019-02-12,116.56888888888888
500000228,50,EB-1132,1662.5,5,2019-02-12,332.5
500000229,10,BX-1015,261.62,2,2019-02-09,130.81
500000229,20,HB-1174,331.62,2,2019-02-09,165.81
500000230,10,CC-1021,1001.0,5,2019-01-28,200.2
500000230,20,BX-1011,217.88,8,2019-01-28,27.235
500000230,30,RC-1052,3499.12,6,2019-01-28,583.1866666666666
500000230,40,HB-1175,786.62,8,2019-01-28,98.3275
500000230,50,EB-1136,4375.0,4,2019-01-28,1093.75
500000230,60,CC-1022,1050.0,6,2019-01-28,175.0
500000231,10,HB-1174,331.62,1,2019-02-13,331.62
500000231,20,HB-1171,611.62,10,2019-02-13,61.162
500000231,30,MB-1032,1136.62,4,2019-02-13,284.155
500000231,40,BX-1012,349.12,1,2019-02-13,349.12
500000231,50,HB-1176,1049.12,10,2019-02-13,104.91199999999999
500000231,60,HB-1171,611.62,2,2019-02-13,305.81
500000231,70,RC-1055,1749.12,3,2019-02-13,583.04
500000231,80,CC-1023,1190.88,10,2019-02-13,119.08800000000001
500000231,90,HB-1172,699.12,10,2019-02-13,69.912
500000232,10,HB-1173,567.88,8,2019-02-02,70.985
500000232,20,MB-1032,1136.62,1,2019-02-02,1136.62
500000232,30,BX-1013,392.88,6,2019-02-02,65.48
500000232,40,EB-1135,2625.0,2,2019-02-02,1312.5
500000232,50,RO-1002,602.88,8,2019-02-02,75.36
500000232,60,CB-1163,252.0,1,2019-02-02,252.0
500000232,70,HB-1174,331.62,10,2019-02-02,33.162
500000232,80,HB-1171,611.62,2,2019-02-02,305.81
500000232,90,CC-1023,1190.88,5,2019-02-02,238.17600000000002
500000232,100,MB-1032,1136.62,8,2019-02-02,142.0775
500000233,10,CB-1161,349.12,7,2019-02-18,49.87428571428571
500000233,20,RO-1002,602.88,5,2019-02-18,120.576
500000233,30,HB-1175,786.62,2,2019-02-18,393.31
500000233,40,EB-1134,4200.0,1,2019-02-18,4200.0
500000234,10,EB-1136,4375.0,5,2019-02-13,875.0
500000234,20,CB-1161,349.12,2,2019-02-13,174.56
500000234,30,CB-1163,252.0,3,2019-02-13,84.0
500000234,40,CC-1023,1190.88,1,2019-02-13,1190.88
500000234,50,HB-1174,331.62,6,2019-02-13,55.27
500000234,60,MB-1031,567.88,4,2019-02-13,141.97
500000234,70,RC-1054,4811.62,2,2019-02-13,2405.81
500000234,80,RC-1052,3499.12,2,2019-02-13,1749.56
500000235,10,CC-1021,1001.0,5,2019-02-18,200.2
500000235,20,BX-1015,261.62,5,2019-02-18,52.324
