SALESORDERID,SALESORDERITEM,PRODUCTID,NETAMOUNT_x,QUANTITY,DELIVERYDATE,PRECIO_UNITARIO,CREATEDBY,CREATEDAT_x,NETAMOUNT_y,PRODUCTCATEGORY,CREATEDAT_y,WEIGHTUNIT,CURRENCY,PRICE,CREATEDAT
500000171,100,BX-1015,261.62,9,2018-11-25,29.06888888888889,4,2018-10-07,134724.62,BX,2018-10-03,KG,USD,299,2018-10-03
500000172,10,DB-1082,1093.75,8,2018-12-14,136.71875,5,2018-10-10,105617.75,DB,2018-10-03,KG,USD,1250,2018-10-03
500000172,20,BX-1011,217.88,7,2018-12-14,31.125714285714285,5,2018-10-10,105617.75,BX,2018-10-03,KG,USD,249,2018-10-03
500000172,30,EB-1134,4200.0,9,2018-12-14,466.6666666666667,5,2018-10-10,105617.75,EB,2018-10-03,KG,USD,4800,2018-10-03
500000172,40,RC-1055,1749.12,7,2018-12-14,249.8742857142857,5,2018-10-10,105617.75,RC,2018-10-03,KG,USD,1999,2018-10-03
500000172,50,RC-1057,4374.12,8,2018-12-14,546.765,5,2018-10-10,105617.75,RC,2018-10-03,KG,USD,4999,2018-10-03
500000172,60,BX-1015,261.62,7,2018-12-14,37.37428571428571,5,2018-10-10,105617.75,BX,2018-10-03,KG,USD,299,2018-10-03
500000172,70,HB-1175,786.62,1,2018-12-14,786.62,5,2018-10-10,105617.75,HB,2018-10-03,KG,USD,899,2018-10-03
500000172,80,HB-1171,611.62,10,2018-12-14,61.162,5,2018-10-10,105617.75,HB,2018-10-03,KG,USD,699,2018-10-03
500000172,90,BX-1013,392.88,4,2018-12-14,98.22,5,2018-10-10,105617.75,BX,2018-10-03,KG,USD,449,2018-10-03
500000173,10,RC-1053,4024.12,1,2018-12-03,4024.12,4,2018-10-12,25262.12,RC,2018-10-03,KG,USD,4599,2018-10-03
500000173,20,RC-1055,1749.12,6,2018-12-03,291.52,4,2018-10-12,25262.12,RC,2018-10-03,KG,USD,1999,2018-10-03
500000173,30,EB-1132,1662.5,2,2018-12-03,831.25,4,2018-10-12,25262.12,EB,2018-10-03,KG,USD,1900,2018-10-03
500000173,40,BX-1016,279.12,7,2018-12-03,39.87428571428571,4,2018-10-12,25262.12,BX,2018-10-03,KG,USD,319,2018-10-03
500000173,50,EB-1131,1312.5,2,2018-12-03,656.25,4,2018-10-12,25262.12,EB,2018-10-03,KG,USD,1500,2018-10-03
500000173,60,MB-1031,567.88,5,2018-12-03,113.576,4,2018-10-12,25262.12,MB,2018-10-03,KG,USD,649,2018-10-03
500000174,10,HB-1172,699.12,1,2018-11-26,699.12,6,2018-10-12,104880.12,HB,2018-10-03,KG,USD,799,2018-10-03
500000174,20,RO-1003,630.88,5,2018-11-26,126.176,6,2018-10-12,104880.12,RO,2018-10-03,KG,USD,721,2018-10-03
500000174,30,CB-1163,252.0,4,2018-11-26,63.0,6,2018-10-12,104880.12,CB,2018-10-03,KG,USD,288,2018-10-03
500000174,40,RC-1052,3499.12,9,2018-11-26,388.7911111111111,6,2018-10-12,104880.12,RC,2018-10-03,KG,USD,3999,2018-10-03
500000174,50,RO-1002,602.88,3,2018-11-26,200.96,6,2018-10-12,104880.12,RO,2018-10-03,KG,USD,689,2018-10-03
500000174,60,CB-1162,350.0,2,2018-11-26,175.0,6,2018-10-12,104880.12,CB,2018-10-03,KG,USD,400,2018-10-03
500000174,70,CC-1023,1190.88,9,2018-11-26,132.32000000000002,6,2018-10-12,104880.12,CC,2018-10-03,KG,USD,1361,2018-10-03
500000174,80,EB-1137,6912.5,8,2018-11-26,864.0625,6,2018-10-12,104880.12,EB,2018-10-03,KG,USD,7900,2018-10-03
500000175,10,RC-1052,3499.12,4,2018-12-11,874.78,5,2018-10-12,91691.25,RC,2018-10-03,KG,USD,3999,2018-10-03
500000175,20,EB-1137,6912.5,1,2018-12-11,6912.5,5,2018-10-12,91691.25,EB,2018-10-03,KG,USD,7900,2018-10-03
500000175,30,RC-1052,3499.12,6,2018-12-11,583.1866666666666,5,2018-10-12,91691.25,RC,2018-10-03,KG,USD,3999,2018-10-03
500000175,40,EB-1134,4200.0,3,2018-12-11,1400.0,5,2018-10-12,91691.25,EB,2018-10-03,KG,USD,4800,2018-10-03
500000175,50,DB-1082,1093.75,10,2018-12-11,109.375,5,2018-10-12,91691.25,DB,2018-10-03,KG,USD,1250,2018-10-03
500000175,60,EB-1136,4375.0,6,2018-12-11,729.1666666666666,5,2018-10-12,91691.25,EB,2018-10-03,KG,USD,5000,2018-10-03
500000176,10,EB-1131,1312.5,3,2018-11-30,437.5,9,2018-10-13,44442.12,EB,2018-10-03,KG,USD,1500,2018-10-03
500000176,20,RC-1056,2186.62,2,2018-11-30,1093.31,9,2018-10-13,44442.12,RC,2018-10-03,KG,USD,2499,2018-10-03
500000176,30,CB-1163,252.0,1,2018-11-30,252.0,9,2018-10-13,44442.12,CB,2018-10-03,KG,USD,288,2018-10-03
500000176,40,BX-1016,279.12,1,2018-11-30,279.12,9,2018-10-13,44442.12,BX,2018-10-03,KG,USD,319,2018-10-03
500000176,50,RC-1057,4374.12,3,2018-11-30,1458.04,9,2018-10-13,44442.12,RC,2018-10-03,KG,USD,4999,2018-10-03
500000176,60,RC-1056,2186.62,7,2018-11-30,312.3742857142857,9,2018-10-13,44442.12,RC,2018-10-03,KG,USD,2499,2018-10-03
500000176,70,BX-1014,699.12,4,2018-11-30,174.78,9,2018-10-13,44442.12,BX,2018-10-03,KG,USD,799,2018-10-03
500000176,80,EB-1136,4375.0,1,2018-11-30,4375.0,9,2018-10-13,44442.12,EB,2018-10-03,KG,USD,5000,2018-10-03
500000177,10,RC-1051,2186.62,5,2018-11-30,437.32399999999996,8,2018-10-13,38741.5,RC,2018-10-03,KG,USD,2499,2018-10-03
500000177,20,HB-1171,611.62,6,2018-11-30,101.93666666666667,8,2018-10-13,38741.5,HB,2018-10-03,KG,USD,699,2018-10-03
500000177,30,DB-1083,1049.12,5,2018-11-30,209.82399999999998,8,2018-10-13,38741.5,DB,2018-10-03,KG,USD,1199,2018-10-03
500000177,40,HB-1175,786.62,8,2018-11-30,98.3275,8,2018-10-13,38741.5,HB,2018-10-03,KG,USD,899,2018-10-03
500000177,50,EB-1134,4200.0,3,2018-11-30,1400.0,8,2018-10-13,38741.5,EB,2018-10-03,KG,USD,4800,2018-10-03
500000178,10,MB-1034,2186.62,10,2018-12-07,218.66199999999998,13,2018-10-16,151871.12,MB,2018-10-03,KG,USD,2499,2018-10-03
500000178,20,EB-1136,4375.0,10,2018-12-07,437.5,13,2018-10-16,151871.12,EB,2018-10-03,KG,USD,5000,2018-10-03
500000178,30,EB-1134,4200.0,10,2018-12-07,420.0,13,2018-10-16,151871.12,EB,2018-10-03,KG,USD,4800,2018-10-03
500000178,40,RC-1054,4811.62,7,2018-12-07,687.3742857142857,13,2018-10-16,151871.12,RC,2018-10-03,KG,USD,5499,2018-10-03
500000178,50,MB-1033,3499.12,1,2018-12-07,3499.12,13,2018-10-16,151871.12,MB,2018-10-03,KG,USD,3999,2018-10-03
500000178,60,BX-1016,279.12,5,2018-12-07,55.824,13,2018-10-16,151871.12,BX,2018-10-03,KG,USD,319,2018-10-03
500000178,70,MB-1031,567.88,10,2018-12-07,56.788,13,2018-10-16,151871.12,MB,2018-10-03,KG,USD,649,2018-10-03
500000179,10,MB-1032,1136.62,6,2018-12-04,189.43666666666664,8,2018-10-18,6819.75,MB,2018-10-03,KG,USD,1299,2018-10-03
500000180,10,EB-1136,4375.0,3,2018-12-15,1458.3333333333333,8,2018-10-20,91682.5,EB,2018-10-03,KG,USD,5000,2018-10-03
500000180,20,DB-1082,1093.75,7,2018-12-15,156.25,8,2018-10-20,91682.5,DB,2018-10-03,KG,USD,1250,2018-10-03
500000180,30,BX-1013,392.88,3,2018-12-15,130.96,8,2018-10-20,91682.5,BX,2018-10-03,KG,USD,449,2018-10-03
500000180,40,RO-1003,630.88,7,2018-12-15,90.12571428571428,8,2018-10-20,91682.5,RO,2018-10-03,KG,USD,721,2018-10-03
500000180,50,HB-1174,331.62,7,2018-12-15,47.37428571428571,8,2018-10-20,91682.5,HB,2018-10-03,KG,USD,379,2018-10-03
500000180,60,MB-1033,3499.12,7,2018-12-15,499.8742857142857,8,2018-10-20,91682.5,MB,2018-10-03,KG,USD,3999,2018-10-03
500000180,70,EB-1136,4375.0,8,2018-12-15,546.875,8,2018-10-20,91682.5,EB,2018-10-03,KG,USD,5000,2018-10-03
500000180,80,CB-1161,349.12,10,2018-12-15,34.912,8,2018-10-20,91682.5,CB,2018-10-03,KG,USD,399,2018-10-03
500000181,10,BX-1012,349.12,2,2018-11-27,174.56,10,2018-10-22,16485.88,BX,2018-10-03,KG,USD,399,2018-10-03
500000181,20,DB-1082,1093.75,1,2018-11-27,1093.75,10,2018-10-22,16485.88,DB,2018-10-03,KG,USD,1250,2018-10-03
500000181,30,DB-1083,1049.12,7,2018-11-27,149.8742857142857,10,2018-10-22,16485.88,DB,2018-10-03,KG,USD,1199,2018-10-03
500000181,40,CC-1022,1050.0,7,2018-11-27,150.0,10,2018-10-22,16485.88,CC,2018-10-03,KG,USD,1200,2018-10-03
500000182,10,BX-1015,261.62,4,2018-12-14,65.405,6,2018-10-25,33256.12,BX,2018-10-03,KG,USD,299,2018-10-03
500000182,20,HB-1172,699.12,3,2018-12-14,233.04,6,2018-10-25,33256.12,HB,2018-10-03,KG,USD,799,2018-10-03
500000182,30,BX-1013,392.88,10,2018-12-14,39.288,6,2018-10-25,33256.12,BX,2018-10-03,KG,USD,449,2018-10-03
500000182,40,RC-1055,1749.12,1,2018-12-14,1749.12,6,2018-10-25,33256.12,RC,2018-10-03,KG,USD,1999,2018-10-03
500000182,50,RC-1056,2186.62,5,2018-12-14,437.32399999999996,6,2018-10-25,33256.12,RC,2018-10-03,KG,USD,2499,2018-10-03
500000182,60,BX-1012,349.12,5,2018-12-14,69.824,6,2018-10-25,33256.12,BX,2018-10-03,KG,USD,399,2018-10-03
500000182,70,DB-1082,1093.75,3,2018-12-14,364.5833333333333,6,2018-10-25,33256.12,DB,2018-10-03,KG,USD,1250,2018-10-03
500000182,80,CB-1163,252.0,6,2018-12-14,42.0,6,2018-10-25,33256.12,CB,2018-10-03,KG,USD,288,2018-10-03
500000182,90,CC-1023,1190.88,5,2018-12-14,238.17600000000002,6,2018-10-25,33256.12,CC,2018-10-03,KG,USD,1361,2018-10-03
500000182,100,CB-1163,252.0,4,2018-12-14,63.0,6,2018-10-25,33256.12,CB,2018-10-03,KG,USD,288,2018-10-03
500000183,10,HB-1174,331.62,3,2018-12-08,110.54,4,2018-10-28,71895.25,HB,2018-10-03,KG,USD,379,2018-10-03
500000183,20,HB-1173,567.88,9,2018-12-08,63.09777777777778,4,2018-10-28,71895.25,HB,2018-10-03,KG,USD,649,2018-10-03
500000183,30,EB-1134,4200.0,7,2018-12-08,600.0,4,2018-10-28,71895.25,EB,2018-10-03,KG,USD,4800,2018-10-03
500000183,40,CB-1163,252.0,5,2018-12-08,50.4,4,2018-10-28,71895.25,CB,2018-10-03,KG,USD,288,2018-10-03
500000183,50,EB-1134,4200.0,8,2018-12-08,525.0,4,2018-10-28,71895.25,EB,2018-10-03,KG,USD,4800,2018-10-03
500000183,60,BX-1013,392.88,1,2018-12-08,392.88,4,2018-10-28,71895.25,BX,2018-10-03,KG,USD,449,2018-10-03
500000183,70,MB-1032,1136.62,1,2018-12-08,1136.62,4,2018-10-28,71895.25,MB,2018-10-03,KG,USD,1299,2018-10-03
500000184,10,RC-1052,3499.12,5,2018-12-03,699.824,6,2018-10-28,48998.25,RC,2018-10-03,KG,USD,3999,2018-10-03
500000184,20,MB-1032,1136.62,7,2018-12-03,162.3742857142857,6,2018-10-28,48998.25,MB,2018-10-03,KG,USD,1299,2018-10-03
500000184,30,CC-1023,1190.88,10,2018-12-03,119.08800000000001,6,2018-10-28,48998.25,CC,2018-10-03,KG,USD,1361,2018-10-03
500000184,40,EB-1132,1662.5,7,2018-12-03,237.5,6,2018-10-28,48998.25,EB,2018-10-03,KG,USD,1900,2018-10-03
500000185,10,EB-1131,1312.5,1,2018-12-04,1312.5,4,2018-10-30,62136.38,EB,2018-10-03,KG,USD,1500,2018-10-03
500000185,20,CB-1161,349.12,6,2018-12-04,58.18666666666667,4,2018-10-30,62136.38,CB,2018-10-03,KG,USD,399,2018-10-03
500000185,30,RC-1055,1749.12,3,2018-12-04,583.04,4,2018-10-30,62136.38,RC,2018-10-03,KG,USD,1999,2018-10-03
500000185,40,BX-1013,392.88,1,2018-12-04,392.88,4,2018-10-30,62136.38,BX,2018-10-03,KG,USD,449,2018-10-03
500000185,50,EB-1135,2625.0,1,2018-12-04,2625.0,4,2018-10-30,62136.38,EB,2018-10-03,KG,USD,3000,2018-10-03
500000185,60,EB-1131,1312.5,7,2018-12-04,187.5,4,2018-10-30,62136.38,EB,2018-10-03,KG,USD,1500,2018-10-03
500000185,70,CB-1161,349.12,9,2018-12-04,38.791111111111114,4,2018-10-30,62136.38,CB,2018-10-03,KG,USD,399,2018-10-03
500000185,80,BX-1013,392.88,8,2018-12-04,49.11,4,2018-10-30,62136.38,BX,2018-10-03,KG,USD,449,2018-10-03
500000185,90,MB-1033,3499.12,10,2018-12-04,349.912,4,2018-10-30,62136.38,MB,2018-10-03,KG,USD,3999,2018-10-03
500000186,10,CB-1163,252.0,6,2018-12-19,42.0,1,2018-10-30,40656.0,CB,2018-10-03,KG,USD,288,2018-10-03
500000186,20,RC-1051,2186.62,7,2018-12-19,312.3742857142857,1,2018-10-30,40656.0,RC,2018-10-03,KG,USD,2499,2018-10-03
500000186,30,CC-1023,1190.88,9,2018-12-19,132.32000000000002,1,2018-10-30,40656.0,CC,2018-10-03,KG,USD,1361,2018-10-03
500000186,40,MB-1034,2186.62,6,2018-12-19,364.43666666666667,1,2018-10-30,40656.0,MB,2018-10-03,KG,USD,2499,2018-10-03
500000187,10,RO-1003,630.88,6,2019-01-02,105.14666666666666,3,2018-11-02,6082.12,RO,2018-10-03,KG,USD,721,2018-10-03
500000187,20,RO-1001,459.38,5,2019-01-02,91.876,3,2018-11-02,6082.12,RO,2018-10-03,KG,USD,525,2018-10-03
500000188,10,HB-1175,786.62,1,2018-12-17,786.62,7,2018-11-05,2802.62,HB,2018-10-03,KG,USD,899,2018-10-03
500000188,20,BX-1016,279.12,3,2018-12-17,93.04,7,2018-11-05,2802.62,BX,2018-10-03,KG,USD,319,2018-10-03
500000188,30,BX-1013,392.88,3,2018-12-17,130.96,7,2018-11-05,2802.62,BX,2018-10-03,KG,USD,449,2018-10-03
500000189,10,BX-1015,261.62,9,2018-12-15,29.06888888888889,2,2018-11-07,3491.25,BX,2018-10-03,KG,USD,299,2018-10-03
500000189,20,MB-1032,1136.62,1,2018-12-15,1136.62,2,2018-11-07,3491.25,MB,2018-10-03,KG,USD,1299,2018-10-03
500000190,10,BX-1011,217.88,3,2018-12-27,72.62666666666667,13,2018-11-09,7644.88,BX,2018-10-03,KG,USD,249,2018-10-03
500000190,20,BX-1014,699.12,10,2018-12-27,69.912,13,2018-11-09,7644.88,BX,2018-10-03,KG,USD,799,2018-10-03
500000191,10,BX-1015,261.62,9,2018-12-23,29.06888888888889,2,2018-11-11,24640.88,BX,2018-10-03,KG,USD,299,2018-10-03
500000191,20,RO-1003,630.88,2,2018-12-23,315.44,2,2018-11-11,24640.88,RO,2018-10-03,KG,USD,721,2018-10-03
500000191,30,CB-1162,350.0,9,2018-12-23,38.888888888888886,2,2018-11-11,24640.88,CB,2018-10-03,KG,USD,400,2018-10-03
500000191,40,EB-1131,1312.5,8,2018-12-23,164.0625,2,2018-11-11,24640.88,EB,2018-10-03,KG,USD,1500,2018-10-03
500000191,50,RO-1003,630.88,2,2018-12-23,315.44,2,2018-11-11,24640.88,RO,2018-10-03,KG,USD,721,2018-10-03
500000191,60,BX-1016,279.12,5,2018-12-23,55.824,2,2018-11-11,24640.88,BX,2018-10-03,KG,USD,319,2018-10-03
500000191,70,HB-1171,611.62,7,2018-12-23,87.37428571428572,2,2018-11-11,24640.88,HB,2018-10-03,KG,USD,699,2018-10-03
500000191,80,BX-1011,217.88,2,2018-12-23,108.94,2,2018-11-11,24640.88,BX,2018-10-03,KG,USD,249,2018-10-03
500000192,10,CC-1021,1001.0,7,2019-01-01,143.0,13,2018-11-11,122756.38,CC,2018-10-03,KG,USD,1144,2018-10-03
500000192,20,EB-1137,6912.5,10,2019-01-01,691.25,13,2018-11-11,122756.38,EB,2018-10-03,KG,USD,7900,2018-10-03
500000192,30,RC-1052,3499.12,5,2019-01-01,699.824,13,2018-11-11,122756.38,RC,2018-10-03,KG,USD,3999,2018-10-03
500000192,40,MB-1033,3499.12,8,2019-01-01,437.39,13,2018-11-11,122756.38,MB,2018-10-03,KG,USD,3999,2018-10-03
500000192,50,HB-1173,567.88,2,2019-01-01,283.94,13,2018-11-11,122756.38,HB,2018-10-03,KG,USD,649,2018-10-03
500000193,10,RC-1054,4811.62,4,2019-01-14,1202.905,6,2018-11-12,71933.75,RC,2018-10-03,KG,USD,5499,2018-10-03
500000193,20,EB-1134,4200.0,4,2019-01-14,1050.0,6,2018-11-12,71933.75,EB,2018-10-03,KG,USD,4800,2018-10-03
500000193,30,RC-1055,1749.12,10,2019-01-14,174.91199999999998,6,2018-11-12,71933.75,RC,2018-10-03,KG,USD,1999,2018-10-03
500000193,40,HB-1175,786.62,5,2019-01-14,157.324,6,2018-11-12,71933.75,HB,2018-10-03,KG,USD,899,2018-10-03
500000193,50,DB-1083,1049.12,3,2019-01-14,349.70666666666665,6,2018-11-12,71933.75,DB,2018-10-03,KG,USD,1199,2018-10-03
500000193,60,CB-1163,252.0,5,2019-01-14,50.4,6,2018-11-12,71933.75,CB,2018-10-03,KG,USD,288,2018-10-03
500000193,70,BX-1014,699.12,5,2019-01-14,139.824,6,2018-11-12,71933.75,BX,2018-10-03,KG,USD,799,2018-10-03
500000193,80,RC-1056,2186.62,3,2019-01-14,728.8733333333333,6,2018-11-12,71933.75,RC,2018-10-03,KG,USD,2499,2018-10-03
500000194,10,HB-1176,1049.12,7,2019-01-15,149.8742857142857,4,2018-11-15,7343.88,HB,2018-10-03,KG,USD,1199,2018-10-03
500000195,10,EB-1136,4375.0,3,2018-12-21,1458.3333333333333,4,2018-11-16,62523.12,EB,2018-10-03,KG,USD,5000,2018-10-03
500000195,20,EB-1131,1312.5,8,2018-12-21,164.0625,4,2018-11-16,62523.12,EB,2018-10-03,KG,USD,1500,2018-10-03
500000195,30,EB-1137,6912.5,3,2018-12-21,2304.1666666666665,4,2018-11-16,62523.12,EB,2018-10-03,KG,USD,7900,2018-10-03
500000195,40,EB-1131,1312.5,7,2018-12-21,187.5,4,2018-11-16,62523.12,EB,2018-10-03,KG,USD,1500,2018-10-03
500000195,50,DB-1082,1093.75,4,2018-12-21,273.4375,4,2018-11-16,62523.12,DB,2018-10-03,KG,USD,1250,2018-10-03
500000195,60,RO-1002,602.88,4,2018-12-21,150.72,4,2018-11-16,62523.12,RO,2018-10-03,KG,USD,689,2018-10-03
500000195,70,MB-1034,2186.62,1,2018-12-21,2186.62,4,2018-11-16,62523.12,MB,2018-10-03,KG,USD,2499,2018-10-03
500000196,10,CB-1163,252.0,1,2018-12-27,252.0,5,2018-11-17,69414.62,CB,2018-10-03,KG,USD,288,2018-10-03
500000196,20,RC-1057,4374.12,8,2018-12-27,546.765,5,2018-11-17,69414.62,RC,2018-10-03,KG,USD,4999,2018-10-03
500000196,30,BX-1013,392.88,9,2018-12-27,43.653333333333336,5,2018-11-17,69414.62,BX,2018-10-03,KG,USD,449,2018-10-03
500000196,40,DB-1083,1049.12,1,2018-12-27,1049.12,5,2018-11-17,69414.62,DB,2018-10-03,KG,USD,1199,2018-10-03
500000196,50,CB-1163,252.0,8,2018-12-27,31.5,5,2018-11-17,69414.62,CB,2018-10-03,KG,USD,288,2018-10-03
500000196,60,RC-1056,2186.62,4,2018-12-27,546.655,5,2018-11-17,69414.62,RC,2018-10-03,KG,USD,2499,2018-10-03
500000196,70,BX-1012,349.12,9,2018-12-27,38.791111111111114,5,2018-11-17,69414.62,BX,2018-10-03,KG,USD,399,2018-10-03
500000196,80,RO-1001,459.38,10,2018-12-27,45.938,5,2018-11-17,69414.62,RO,2018-10-03,KG,USD,525,2018-10-03
500000196,90,CC-1023,1190.88,7,2018-12-27,170.1257142857143,5,2018-11-17,69414.62,CC,2018-10-03,KG,USD,1361,2018-10-03
500000196,100,BX-1013,392.88,7,2018-12-27,56.12571428571429,5,2018-11-17,69414.62,BX,2018-10-03,KG,USD,449,2018-10-03
500000197,10,DB-1081,1311.62,4,2019-01-08,327.905,2,2018-11-17,5246.5,DB,2018-10-03,KG,USD,1499,2018-10-03
500000198,10,CB-1161,349.12,4,2018-12-28,87.28,6,2018-11-17,60431.88,CB,2018-10-03,KG,USD,399,2018-10-03
500000198,20,RC-1056,2186.62,8,2018-12-28,273.3275,6,2018-11-17,60431.88,RC,2018-10-03,KG,USD,2499,2018-10-03
500000198,30,EB-1134,4200.0,8,2018-12-28,525.0,6,2018-11-17,60431.88,EB,2018-10-03,KG,USD,4800,2018-10-03
500000198,40,HB-1172,699.12,6,2018-12-28,116.52,6,2018-11-17,60431.88,HB,2018-10-03,KG,USD,799,2018-10-03
500000198,50,BX-1014,699.12,1,2018-12-28,699.12,6,2018-11-17,60431.88,BX,2018-10-03,KG,USD,799,2018-10-03
500000198,60,BX-1015,261.62,4,2018-12-28,65.405,6,2018-11-17,60431.88,BX,2018-10-03,KG,USD,299,2018-10-03
500000198,70,CC-1021,1001.0,2,2018-12-28,500.5,6,2018-11-17,60431.88,CC,2018-10-03,KG,USD,1144,2018-10-03
500000199,10,CC-1021,1001.0,3,2018-12-23,333.6666666666667,4,2018-11-19,12012.0,CC,2018-10-03,KG,USD,1144,2018-10-03
500000199,20,CC-1021,1001.0,9,2018-12-23,111.22222222222223,4,2018-11-19,12012.0,CC,2018-10-03,KG,USD,1144,2018-10-03
500000200,10,BX-1012,349.12,5,2019-01-08,69.824,9,2018-11-19,31132.5,BX,2018-10-03,KG,USD,399,2018-10-03
500000200,20,HB-1171,611.62,8,2019-01-08,76.4525,9,2018-11-19,31132.5,HB,2018-10-03,KG,USD,699,2018-10-03
500000200,30,MB-1033,3499.12,7,2019-01-08,499.8742857142857,9,2018-11-19,31132.5,MB,2018-10-03,KG,USD,3999,2018-10-03
500000201,10,RC-1054,4811.62,4,2019-01-21,1202.905,8,2018-11-19,27561.62,RC,2018-10-03,KG,USD,5499,2018-10-03
500000201,20,DB-1083,1049.12,4,2019-01-21,262.28,8,2018-11-19,27561.62,DB,2018-10-03,KG,USD,1199,2018-10-03
500000201,30,CB-1163,252.0,7,2019-01-21,36.0,8,2018-11-19,27561.62,CB,2018-10-03,KG,USD,288,2018-10-03
500000201,40,BX-1015,261.62,9,2019-01-21,29.06888888888889,8,2018-11-19,27561.62,BX,2018-10-03,KG,USD,299,2018-10-03
500000202,10,DB-1082,1093.75,5,2019-01-17,218.75,6,2018-11-19,71834.88,DB,2018-10-03,KG,USD,1250,2018-10-03
500000202,20,MB-1032,1136.62,5,2019-01-17,227.32399999999998,6,2018-11-19,71834.88,MB,2018-10-03,KG,USD,1299,2018-10-03
500000202,30,RC-1055,1749.12,4,2019-01-17,437.28,6,2018-11-19,71834.88,RC,2018-10-03,KG,USD,1999,2018-10-03
500000202,40,RC-1053,4024.12,8,2019-01-17,503.015,6,2018-11-19,71834.88,RC,2018-10-03,KG,USD,4599,2018-10-03
500000202,50,EB-1132,1662.5,9,2019-01-17,184.72222222222223,6,2018-11-19,71834.88,EB,2018-10-03,KG,USD,1900,2018-10-03
500000202,60,RO-1002,602.88,2,2019-01-17,301.44,6,2018-11-19,71834.88,RO,2018-10-03,KG,USD,689,2018-10-03
500000202,70,BX-1011,217.88,6,2019-01-17,36.31333333333333,6,2018-11-19,71834.88,BX,2018-10-03,KG,USD,249,2018-10-03
500000202,80,HB-1171,611.62,4,2019-01-17,152.905,6,2018-11-19,71834.88,HB,2018-10-03,KG,USD,699,2018-10-03
500000202,90,BX-1013,392.88,4,2019-01-17,98.22,6,2018-11-19,71834.88,BX,2018-10-03,KG,USD,449,2018-10-03
500000203,10,BX-1015,261.62,6,2019-01-18,43.60333333333333,2,2018-11-20,50631.0,BX,2018-10-03,KG,USD,299,2018-10-03
500000203,20,CB-1161,349.12,5,2019-01-18,69.824,2,2018-11-20,50631.0,CB,2018-10-03,KG,USD,399,2018-10-03
500000203,30,BX-1015,261.62,6,2019-01-18,43.60333333333333,2,2018-11-20,50631.0,BX,2018-10-03,KG,USD,299,2018-10-03
500000203,40,EB-1133,1968.75,10,2019-01-18,196.875,2,2018-11-20,50631.0,EB,2018-10-03,KG,USD,2250,2018-10-03
500000203,50,MB-1032,1136.62,5,2019-01-18,227.32399999999998,2,2018-11-20,50631.0,MB,2018-10-03,KG,USD,1299,2018-10-03
500000203,60,RC-1056,2186.62,5,2019-01-18,437.32399999999996,2,2018-11-20,50631.0,RC,2018-10-03,KG,USD,2499,2018-10-03
500000203,70,HB-1176,1049.12,9,2019-01-18,116.56888888888888,2,2018-11-20,50631.0,HB,2018-10-03,KG,USD,1199,2018-10-03
500000204,10,DB-1081,1311.62,3,2018-12-26,437.20666666666665,5,2018-11-21,36311.62,DB,2018-10-03,KG,USD,1499,2018-10-03
500000204,20,DB-1083,1049.12,10,2018-12-26,104.91199999999999,5,2018-11-21,36311.62,DB,2018-10-03,KG,USD,1199,2018-10-03
500000204,30,DB-1081,1311.62,7,2018-12-26,187.3742857142857,5,2018-11-21,36311.62,DB,2018-10-03,KG,USD,1499,2018-10-03
500000204,40,CB-1161,349.12,10,2018-12-26,34.912,5,2018-11-21,36311.62,CB,2018-10-03,KG,USD,399,2018-10-03
500000204,50,RC-1056,2186.62,3,2018-12-26,728.8733333333333,5,2018-11-21,36311.62,RC,2018-10-03,KG,USD,2499,2018-10-03
500000204,60,HB-1174,331.62,8,2018-12-26,41.4525,5,2018-11-21,36311.62,HB,2018-10-03,KG,USD,379,2018-10-03
500000205,10,RC-1057,4374.12,5,2019-01-22,874.824,8,2018-11-21,111894.12,RC,2018-10-03,KG,USD,4999,2018-10-03
500000205,20,HB-1175,786.62,6,2019-01-22,131.10333333333332,8,2018-11-21,111894.12,HB,2018-10-03,KG,USD,899,2018-10-03
500000205,30,EB-1137,6912.5,5,2019-01-22,1382.5,8,2018-11-21,111894.12,EB,2018-10-03,KG,USD,7900,2018-10-03
500000205,40,EB-1131,1312.5,8,2019-01-22,164.0625,8,2018-11-21,111894.12,EB,2018-10-03,KG,USD,1500,2018-10-03
500000205,50,RC-1057,4374.12,8,2019-01-22,546.765,8,2018-11-21,111894.12,RC,2018-10-03,KG,USD,4999,2018-10-03
500000205,60,DB-1081,1311.62,2,2019-01-22,655.81,8,2018-11-21,111894.12,DB,2018-10-03,KG,USD,1499,2018-10-03
500000205,70,EB-1131,1312.5,2,2019-01-22,656.25,8,2018-11-21,111894.12,EB,2018-10-03,KG,USD,1500,2018-10-03
500000206,10,RC-1052,3499.12,5,2019-01-02,699.824,6,2018-11-24,117535.25,RC,2018-10-03,KG,USD,3999,2018-10-03
500000206,20,RO-1002,602.88,9,2019-01-02,66.98666666666666,6,2018-11-24,117535.25,RO,2018-10-03,KG,USD,689,2018-10-03
500000206,30,RC-1052,3499.12,7,2019-01-02,499.8742857142857,6,2018-11-24,117535.25,RC,2018-10-03,KG,USD,3999,2018-10-03
500000206,40,EB-1137,6912.5,10,2019-01-02,691.25,6,2018-11-24,117535.25,EB,2018-10-03,KG,USD,7900,2018-10-03
