PRODUCTID,PRICE_UNITARIO,QUANTITY,DELIVERYDATE,ANIO,DIA,INGRESO_TOTAL,PRODCATEGORYID,SEMANA,DIA_SEMANA_Monday,DIA_SEMANA_Saturday,DIA_SEMANA_Sunday,DIA_SEMANA_Thursday,DIA_SEMANA_Tuesday,DIA_SEMANA_Wednesday,MES_10,MES_11,MES_12,MES_2,MES_3,MES_4,MES_5,MES_6,MES_7,MES_8,MES_9,SHORT_DESCR_CAT_Cruiser,SHORT_DESCR_CAT_Cyclo-cross Bike,SHORT_DESCR_CAT_Downhill Bike,SHORT_DESCR_CAT_Hybrid Bike,SHORT_DESCR_CAT_Mountain Bike,SHORT_DESCR_CAT_Racing Bike,SHORT_DESCR_CAT_Road Bike,SHORT_DESCR_CAT_eBike
RC-1054,1.955063626853865,-1.22473861409351,2018-11-16,2018,16,0.03236574800930889,RC,2018-11-12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
RC-1056,0.3218924949016409,0.51008044729507,2018-11-16,2018,16,0.5444221732072732,RC,2018-11-12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BX-1013,-0.7941077785990457,-1.22473861409351,2018-11-16,2018,16,-0.763903673776594,BX,2018-11-12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MB-1034,0.3218924949016409,0.857044259572786,2018-11-26,2018,26,0.7414397261818247,MB,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EB-1133,0.1863392909496063,-0.877774801815794,2018-11-26,2018,26,-0.3025404404804451,EB,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BX-1016,-0.8648785276503087,0.16311663501735396,2018-11-26,2018,26,-0.6838037002583288,BX,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HB-1173,-0.6852297031355641,-0.877774801815794,2018-11-26,2018,26,-0.6812020278901175,HB,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EB-1135,0.5946320739376624,-0.18384717726036204,2018-11-26,2018,26,0.3478776515723963,EB,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
HB-1173,-0.6852297031355641,0.16311663501735396,2018-11-26,2018,26,-0.527703358165647,HB,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
DB-1083,-0.38581499561098964,0.857044259572786,2018-11-26,2018,26,-0.07848126258781778,DB,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
MB-1031,-0.6852297031355641,-0.877774801815794,2018-12-03,2018,3,-0.6812020278901175,MB,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EB-1134,1.5745347531089968,1.204008071850502,2018-12-03,2018,3,2.571124948043927,EB,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RC-1055,0.04969730624293687,0.16311663501735396,2018-12-03,2018,3,0.11088895039532465,RC,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BX-1015,-0.8757663351966569,-1.22473861409351,2018-12-03,2018,3,-0.7875552407603337,BX,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RC-1052,1.138478060877753,-0.877774801815794,2018-12-03,2018,3,0.11112546606516205,RC,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
HB-1173,-0.6852297031355641,-0.530810989538078,2018-12-03,2018,3,-0.6300358046486273,HB,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
CB-1161,-0.8213272974649161,-1.571702426371226,2018-12-03,2018,3,-0.8032441135262143,CB,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
EB-1133,0.1863392909496063,0.51008044729507,2018-12-03,2018,3,0.40700656903174554,EB,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
MB-1033,1.138478060877753,0.16311663501735396,2018-12-03,2018,3,1.0569516297449122,MB,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CC-1021,-0.41575646636344704,-1.22473861409351,2018-12-07,2018,7,-0.6543180800852667,CC,2018-12-03,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
BX-1012,-0.8213272974649161,-1.571702426371226,2018-12-07,2018,7,-0.8032441135262143,BX,2018-12-03,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DB-1081,-0.22249788241576718,0.857044259572786,2018-12-07,2018,7,0.11073127328209972,DB,2018-12-03,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
RC-1054,1.955063626853865,1.5509718841282178,2018-12-07,2018,7,3.500631530504897,RC,2018-12-03,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
EB-1134,1.5745347531089968,-1.571702426371226,2018-12-07,2018,7,-0.45627562587475307,EB,2018-12-03,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
HB-1173,-0.6852297031355641,-0.530810989538078,2018-12-07,2018,7,-0.6300358046486273,HB,2018-12-03,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
MB-1034,0.3218924949016409,0.857044259572786,2018-11-13,2018,13,0.7414397261818247,MB,2018-11-12,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
DB-1083,-0.38581499561098964,-0.877774801815794,2018-11-13,2018,13,-0.5511184094795493,DB,2018-11-12,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
HB-1175,-0.5491321088062121,0.857044259572786,2018-12-05,2018,5,-0.2676937984577353,HB,2018-12-03,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EB-1137,3.262144922792962,0.51008044729507,2018-12-05,2018,5,3.5250714830547616,EB,2018-12-03,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
EB-1134,1.5745347531089968,0.857044259572786,2018-12-05,2018,5,2.192699876304092,EB,2018-12-03,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
HB-1176,-0.38581499561098964,1.204008071850502,2018-12-05,2018,5,0.016046166790528504,HB,2018-12-03,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BX-1013,-0.7941077785990457,-1.22473861409351,2018-12-05,2018,5,-0.763903673776594,BX,2018-12-03,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CC-1022,-0.38527060523367224,0.857044259572786,2018-12-05,2018,5,-0.07785055413491807,CC,2018-12-03,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
BX-1013,-0.7941077785990457,1.204008071850502,2018-12-05,2018,5,-0.5161140903436144,BX,2018-12-03,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BX-1011,-0.9029858540625273,-0.18384717726036204,2018-12-11,2018,11,-0.7365466946320683,BX,2018-12-10,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HB-1173,-0.6852297031355641,-0.877774801815794,2018-11-24,2018,24,-0.6812020278901175,HB,2018-11-19,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BX-1011,-0.9029858540625273,-1.571702426371226,2018-11-24,2018,24,-0.8150698970180842,BX,2018-11-19,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EB-1134,1.5745347531089968,-0.18384717726036204,2018-11-24,2018,24,1.057424661084587,EB,2018-11-19,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
EB-1134,1.5745347531089968,0.51008044729507,2018-11-24,2018,24,1.814274804564257,EB,2018-11-19,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RC-1052,1.138478060877753,1.5509718841282178,2018-11-25,2018,25,2.318053181317912,RC,2018-11-19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BX-1011,-0.9029858540625273,-1.22473861409351,2018-11-25,2018,25,-0.7954390964215802,BX,2018-11-19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BX-1014,-0.6035711465379529,-0.877774801815794,2018-11-25,2018,25,-0.645724677414508,BX,2018-11-19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CB-1163,-0.8817546293471484,0.51008044729507,2018-11-25,2018,25,-0.6757621674838574,CB,2018-11-19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
HB-1175,-0.5491321088062121,-1.22473861409351,2018-11-25,2018,25,-0.6929489728253749,HB,2018-11-19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
HB-1171,-0.6580101842696937,-0.530810989538078,2018-11-25,2018,25,-0.6142680933261342,HB,2018-11-19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EB-1137,3.262144922792962,0.857044259572786,2018-11-25,2018,25,4.14789608029324,EB,2018-11-19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BX-1013,-0.7941077785990457,0.857044259572786,2018-11-25,2018,25,-0.5515126022626116,BX,2018-11-19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RC-1057,1.682868438195161,0.51008044729507,2018-11-25,2018,25,1.9240969139254216,RC,2018-11-19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BX-1015,-0.8757663351966569,1.204008071850502,2018-11-25,2018,25,-0.6225461417704431,BX,2018-11-19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DB-1082,-0.3580510863678018,0.857044259572786,2018-12-14,2018,14,-0.046315131489931806,DB,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
BX-1011,-0.9029858540625273,0.51008044729507,2018-12-14,2018,14,-0.6972850934390605,BX,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EB-1134,1.5745347531089968,1.204008071850502,2018-12-14,2018,14,2.571124948043927,EB,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RC-1055,0.04969730624293687,0.51008044729507,2018-12-14,2018,14,0.2684872250636434,RC,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
RC-1057,1.682868438195161,0.857044259572786,2018-12-14,2018,14,2.3182108584311374,RC,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BX-1015,-0.8757663351966569,0.51008044729507,2018-12-14,2018,14,-0.6696915986246975,BX,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HB-1175,-0.5491321088062121,-1.571702426371226,2018-12-14,2018,14,-0.7638248352199815,HB,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
HB-1171,-0.6580101842696937,1.5509718841282178,2018-12-14,2018,14,-0.28361918689345333,HB,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BX-1013,-0.7941077785990457,-0.530810989538078,2018-12-14,2018,14,-0.6931066499385998,BX,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RC-1053,1.4651122872681979,-1.571702426371226,2018-12-03,2018,3,-0.4721221757538587,RC,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
RC-1055,0.04969730624293687,0.16311663501735396,2018-12-03,2018,3,0.11088895039532465,RC,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
EB-1132,-0.004197341111486536,-1.22473861409351,2018-12-03,2018,3,-0.5351141824872186,EB,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BX-1016,-0.8648785276503087,0.51008044729507,2018-12-03,2018,3,-0.6586542006989523,BX,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EB-1131,-0.22195349203844977,-1.22473861409351,2018-12-03,2018,3,-0.5981850277771912,EB,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
MB-1031,-0.6852297031355641,-0.18384717726036204,2018-12-03,2018,3,-0.5788695814071371,MB,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
HB-1172,-0.6035711465379529,-1.571702426371226,2018-11-26,2018,26,-0.7717086908812281,HB,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
RO-1003,-0.6460335959687107,-0.18384717726036204,2018-11-26,2018,26,-0.5504877010266495,RO,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CB-1163,-0.8817546293471484,-0.530810989538078,2018-11-26,2018,26,-0.7438786803970276,CB,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
RC-1052,1.138478060877753,1.204008071850502,2018-11-26,2018,26,2.0027777934246624,RC,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
RO-1002,-0.6634540880428678,-0.877774801815794,2018-11-26,2018,26,-0.6717414010966216,RO,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CB-1162,-0.8207829070875987,-1.22473861409351,2018-11-26,2018,26,-0.7716298523246156,CB,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CC-1023,-0.2976237544855695,1.204008071850502,2018-11-26,2018,26,0.13099278233150338,CC,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
EB-1137,3.262144922792962,0.857044259572786,2018-11-26,2018,26,4.14789608029324,EB,2018-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RC-1052,1.138478060877753,-0.530810989538078,2018-12-11,2018,11,0.4264008539584121,RC,2018-12-10,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
EB-1137,3.262144922792962,-1.571702426371226,2018-12-11,2018,11,-0.21187610037610963,EB,2018-12-10,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RC-1052,1.138478060877753,0.16311663501735396,2018-12-11,2018,11,1.0569516297449122,RC,2018-12-10,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
EB-1134,1.5745347531089968,-0.877774801815794,2018-12-11,2018,11,0.30057451760491694,EB,2018-12-10,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
DB-1082,-0.3580510863678018,1.5509718841282178,2018-12-11,2018,11,0.15078126004123227,DB,2018-12-10,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
EB-1136,1.6834128285724785,0.16311663501735396,2018-12-11,2018,11,1.5304560007593808,EB,2018-12-10,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
EB-1131,-0.22195349203844977,-0.877774801815794,2018-11-30,2018,30,-0.4799271928584928,EB,2018-11-26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RC-1056,0.3218924949016409,-1.22473861409351,2018-11-30,2018,30,-0.44066559166548486,RC,2018-11-26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CB-1163,-0.8817546293471484,-1.571702426371226,2018-11-30,2018,30,-0.811995193310198,CB,2018-11-26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
BX-1016,-0.8648785276503087,-1.571702426371226,2018-11-30,2018,30,-0.8095511980552116,BX,2018-11-26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RC-1057,1.682868438195161,-0.877774801815794,2018-11-30,2018,30,0.3476411359025589,RC,2018-11-26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
RC-1056,0.3218924949016409,0.51008044729507,2018-11-30,2018,30,0.5444221732072732,RC,2018-11-26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BX-1014,-0.6035711465379529,-0.530810989538078,2018-11-30,2018,30,-0.582732670681148,BX,2018-11-26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EB-1136,1.6834128285724785,-1.571702426371226,2018-11-30,2018,30,-0.44050791455225996,EB,2018-11-26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RC-1051,0.3218924949016409,-0.18384717726036204,2018-11-30,2018,30,0.15038706725816994,RC,2018-11-26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
HB-1171,-0.6580101842696937,0.16311663501735396,2018-11-30,2018,30,-0.5040517911819072,HB,2018-11-26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
DB-1083,-0.38581499561098964,-0.18384717726036204,2018-11-30,2018,30,-0.3620635507228566,DB,2018-11-26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
HB-1175,-0.5491321088062121,0.857044259572786,2018-11-30,2018,30,-0.2676937984577353,HB,2018-11-26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EB-1134,1.5745347531089968,-0.877774801815794,2018-11-30,2018,30,0.30057451760491694,EB,2018-11-26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
MB-1034,0.3218924949016409,1.5509718841282178,2018-12-07,2018,7,1.135474832130928,MB,2018-12-03,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EB-1136,1.6834128285724785,1.5509718841282178,2018-12-07,2018,7,3.1072271330086934,EB,2018-12-03,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
EB-1134,1.5745347531089968,1.5509718841282178,2018-12-07,2018,7,2.9495500197837625,EB,2018-12-03,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RC-1054,1.955063626853865,0.51008044729507,2018-12-07,2018,7,2.2000318620690513,RC,2018-12-03,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
MB-1033,1.138478060877753,-1.571702426371226,2018-12-07,2018,7,-0.519425309721338,MB,2018-12-03,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BX-1016,-0.8648785276503087,-0.18384717726036204,2018-12-07,2018,7,-0.7089531998177054,BX,2018-12-03,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MB-1031,-0.6852297031355641,1.5509718841282178,2018-12-07,2018,7,-0.32303846519968615,MB,2018-12-03,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
MB-1032,-0.3313759578792488,0.16311663501735396,2018-12-04,2018,4,-0.22023298737703098,MB,2018-12-03,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EB-1136,1.6834128285724785,-0.877774801815794,2018-12-15,2018,15,0.3478776515723963,EB,2018-12-10,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
DB-1082,-0.3580510863678018,0.51008044729507,2018-12-15,2018,15,-0.14486332725551385,DB,2018-12-10,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
BX-1013,-0.7941077785990457,-0.877774801815794,2018-12-15,2018,15,-0.7285051618575968,BX,2018-12-10,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RO-1003,-0.6460335959687107,0.51008044729507,2018-12-15,2018,15,-0.43680250239147406,RO,2018-12-10,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HB-1174,-0.8322151050112643,0.51008044729507,2018-12-15,2018,15,-0.6255420069217168,HB,2018-12-10,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
MB-1033,1.138478060877753,0.51008044729507,2018-12-15,2018,15,1.3722270176381621,MB,2018-12-10,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EB-1136,1.6834128285724785,0.857044259572786,2018-12-15,2018,15,2.318841566884037,EB,2018-12-10,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CB-1161,-0.8213272974649161,1.5509718841282178,2018-12-15,2018,15,-0.5201348567308502,CB,2018-12-10,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
BX-1012,-0.8213272974649161,-1.22473861409351,2018-11-27,2018,27,-0.7717875294378405,BX,2018-11-26,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DB-1082,-0.3580510863678018,-1.571702426371226,2018-11-27,2018,27,-0.736152501849006,DB,2018-11-26,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
DB-1083,-0.38581499561098964,0.51008044729507,2018-11-27,2018,27,-0.17300869196616406,DB,2018-11-26,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
CC-1022,-0.38527060523367224,0.51008044729507,2018-11-27,2018,27,-0.1724568220698768,CC,2018-11-26,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
BX-1015,-0.8757663351966569,-0.530810989538078,2018-12-14,2018,14,-0.7404097839060791,BX,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HB-1172,-0.6035711465379529,-0.877774801815794,2018-12-14,2018,14,-0.645724677414508,HB,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BX-1013,-0.7941077785990457,1.5509718841282178,2018-12-14,2018,14,-0.48071557842461743,BX,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RC-1055,0.04969730624293687,-1.571702426371226,2018-12-14,2018,14,-0.6771024229462693,RC,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
RC-1056,0.3218924949016409,-0.18384717726036204,2018-12-14,2018,14,0.15038706725816994,RC,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BX-1012,-0.8213272974649161,-0.18384717726036204,2018-12-14,2018,14,-0.6774177771727191,BX,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DB-1082,-0.3580510863678018,-0.877774801815794,2018-12-14,2018,14,-0.539056110317842,DB,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
CB-1163,-0.8817546293471484,0.16311663501735396,2018-12-14,2018,14,-0.6984676717882474,CB,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CC-1023,-0.2976237544855695,-0.18384717726036204,2018-12-14,2018,14,-0.2982043198667595,CC,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
CB-1163,-0.8817546293471484,-0.530810989538078,2018-12-14,2018,14,-0.7438786803970276,CB,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
HB-1174,-0.8322151050112643,-0.877774801815794,2018-12-08,2018,8,-0.7450612587462146,HB,2018-12-03,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
HB-1173,-0.6852297031355641,1.204008071850502,2018-12-08,2018,8,-0.3742046884411763,HB,2018-12-03,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EB-1134,1.5745347531089968,0.51008044729507,2018-12-08,2018,8,1.814274804564257,EB,2018-12-03,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CB-1163,-0.8817546293471484,-0.18384717726036204,2018-12-08,2018,8,-0.7211731760926375,CB,2018-12-03,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
EB-1134,1.5745347531089968,0.857044259572786,2018-12-08,2018,8,2.192699876304092,EB,2018-12-03,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BX-1013,-0.7941077785990457,-1.571702426371226,2018-12-08,2018,8,-0.799302185695591,BX,2018-12-03,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MB-1032,-0.3313759578792488,-1.571702426371226,2018-12-08,2018,8,-0.7322894125749952,MB,2018-12-03,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
