PRODUCTID,PRICE_UNITARIO,QUANTITY,DELIVERYDATE,PRICE,ANIO,MES,DIA,INGRESO_TOTAL,PRODCATEGORYID,SHORT_DESCR_CAT,SEMANA,DIA_SEMANA,QUANTITY_LAG_1,QUANTITY_LAG_7,QUANTITY_ROLLING_3,QUANTITY_ROLLING_7
EB-1136,5000,3,2019-01-03,5000,2019,1,3,15000,EB,eBike,2018-12-31,Thursday,3.0,8.0,4.666666666666667,4.857142857142857
EB-1136,5000,6,2019-01-03,5000,2019,1,3,30000,EB,eBike,2018-12-31,Thursday,3.0,1.0,4.0,5.571428571428571
EB-1136,5000,10,2019-01-17,5000,2019,1,17,50000,EB,eBike,2019-01-14,Thursday,6.0,10.0,6.333333333333333,5.571428571428571
EB-1136,5000,4,2019-01-17,5000,2019,1,17,20000,EB,eBike,2019-01-14,Thursday,10.0,6.0,6.666666666666667,5.285714285714286
EB-1136,5000,5,2019-01-17,5000,2019,1,17,25000,EB,eBike,2019-01-14,Thursday,4.0,3.0,6.333333333333333,5.571428571428571
EB-1136,5000,5,2019-01-23,5000,2019,1,23,25000,EB,eBike,2019-01-21,Wednesday,5.0,8.0,4.666666666666667,5.142857142857143
EB-1136,5000,10,2019-01-25,5000,2019,1,25,50000,EB,eBike,2019-01-21,Friday,5.0,3.0,6.666666666666667,6.142857142857143
EB-1136,5000,4,2019-01-28,5000,2019,1,28,20000,EB,eBike,2019-01-28,Monday,10.0,3.0,6.333333333333333,6.285714285714286
EB-1136,5000,5,2019-02-13,5000,2019,2,13,25000,EB,eBike,2019-02-11,Wednesday,4.0,6.0,6.333333333333333,6.142857142857143
EB-1136,5000,4,2019-03-04,5000,2019,3,4,20000,EB,eBike,2019-03-04,Monday,5.0,10.0,4.333333333333333,5.285714285714286
EB-1136,5000,2,2019-03-10,5000,2019,3,10,10000,EB,eBike,2019-03-04,Sunday,4.0,4.0,3.6666666666666665,5.0
EB-1136,5000,8,2019-03-12,5000,2019,3,12,40000,EB,eBike,2019-03-11,Tuesday,2.0,5.0,4.666666666666667,5.428571428571429
EB-1136,5000,8,2019-03-27,5000,2019,3,27,40000,EB,eBike,2019-03-25,Wednesday,8.0,5.0,6.0,5.857142857142857
EB-1136,5000,1,2019-03-27,5000,2019,3,27,5000,EB,eBike,2019-03-25,Wednesday,8.0,10.0,5.666666666666667,4.571428571428571
EB-1136,5000,5,2019-04-02,5000,2019,4,2,25000,EB,eBike,2019-04-01,Tuesday,1.0,4.0,4.666666666666667,4.714285714285714
EB-1136,5000,3,2019-04-06,5000,2019,4,6,15000,EB,eBike,2019-04-01,Saturday,5.0,5.0,3.0,4.428571428571429
EB-1136,5000,3,2019-04-08,5000,2019,4,8,15000,EB,eBike,2019-04-08,Monday,3.0,4.0,3.6666666666666665,4.285714285714286
EB-1136,5000,8,2019-04-13,5000,2019,4,13,40000,EB,eBike,2019-04-08,Saturday,3.0,2.0,4.666666666666667,5.142857142857143
EB-1136,5000,10,2019-04-15,5000,2019,4,15,50000,EB,eBike,2019-04-15,Monday,8.0,8.0,7.0,5.428571428571429
EB-1136,5000,8,2019-04-16,5000,2019,4,16,40000,EB,eBike,2019-04-15,Tuesday,10.0,8.0,8.666666666666666,5.428571428571429
EB-1136,5000,9,2019-05-08,5000,2019,5,8,45000,EB,eBike,2019-05-06,Wednesday,8.0,1.0,9.0,6.571428571428571
EB-1136,5000,3,2019-05-13,5000,2019,5,13,15000,EB,eBike,2019-05-13,Monday,9.0,5.0,6.666666666666667,6.285714285714286
EB-1136,5000,6,2019-05-13,5000,2019,5,13,30000,EB,eBike,2019-05-13,Monday,3.0,3.0,6.0,6.714285714285714
EB-1136,5000,8,2019-06-05,5000,2019,6,5,40000,EB,eBike,2019-06-03,Wednesday,6.0,3.0,5.666666666666667,7.428571428571429
EB-1136,5000,2,2019-06-05,5000,2019,6,5,10000,EB,eBike,2019-06-03,Wednesday,8.0,8.0,5.333333333333333,6.571428571428571
EB-1136,5000,10,2019-06-06,5000,2019,6,6,50000,EB,eBike,2019-06-03,Thursday,2.0,10.0,6.666666666666667,6.571428571428571
EB-1136,5000,9,2019-06-19,5000,2019,6,19,45000,EB,eBike,2019-06-17,Wednesday,10.0,8.0,7.0,6.714285714285714
EB-1137,7900,10,2018-02-25,7900,2018,2,25,79000,EB,eBike,2018-02-19,Sunday,0.0,0.0,0.0,0.0
EB-1137,7900,5,2018-03-14,7900,2018,3,14,39500,EB,eBike,2018-03-12,Wednesday,10.0,0.0,0.0,0.0
EB-1137,7900,5,2018-04-14,7900,2018,4,14,39500,EB,eBike,2018-04-09,Saturday,5.0,0.0,6.666666666666667,0.0
EB-1137,7900,1,2018-04-30,7900,2018,4,30,7900,EB,eBike,2018-04-30,Monday,5.0,0.0,3.6666666666666665,0.0
EB-1137,7900,5,2018-06-12,7900,2018,6,12,39500,EB,eBike,2018-06-11,Tuesday,1.0,0.0,3.6666666666666665,0.0
EB-1137,7900,6,2018-06-27,7900,2018,6,27,47400,EB,eBike,2018-06-25,Wednesday,5.0,0.0,4.0,0.0
EB-1137,7900,2,2018-06-27,7900,2018,6,27,15800,EB,eBike,2018-06-25,Wednesday,6.0,0.0,4.333333333333333,4.857142857142857
EB-1137,7900,5,2018-07-06,7900,2018,7,6,39500,EB,eBike,2018-07-02,Friday,2.0,10.0,4.333333333333333,4.142857142857143
EB-1137,7900,7,2018-07-09,7900,2018,7,9,55300,EB,eBike,2018-07-09,Monday,5.0,5.0,4.666666666666667,4.428571428571429
EB-1137,7900,1,2018-07-18,7900,2018,7,18,7900,EB,eBike,2018-07-16,Wednesday,7.0,5.0,4.333333333333333,3.857142857142857
EB-1137,7900,1,2018-07-18,7900,2018,7,18,7900,EB,eBike,2018-07-16,Wednesday,1.0,1.0,3.0,3.857142857142857
EB-1137,7900,8,2018-10-07,7900,2018,10,7,63200,EB,eBike,2018-10-01,Sunday,1.0,5.0,3.3333333333333335,4.285714285714286
EB-1137,7900,8,2018-10-07,7900,2018,10,7,63200,EB,eBike,2018-10-01,Sunday,8.0,6.0,5.666666666666667,4.571428571428571
EB-1137,7900,9,2018-10-07,7900,2018,10,7,71100,EB,eBike,2018-10-01,Sunday,8.0,2.0,8.333333333333334,5.571428571428571
EB-1137,7900,2,2018-10-10,7900,2018,10,10,15800,EB,eBike,2018-10-08,Wednesday,9.0,5.0,6.333333333333333,5.142857142857143
EB-1137,7900,5,2018-10-13,7900,2018,10,13,39500,EB,eBike,2018-10-08,Saturday,2.0,7.0,5.333333333333333,4.857142857142857
EB-1137,7900,9,2018-10-14,7900,2018,10,14,71100,EB,eBike,2018-10-08,Sunday,5.0,1.0,5.333333333333333,6.0
EB-1137,7900,1,2018-10-28,7900,2018,10,28,7900,EB,eBike,2018-10-22,Sunday,9.0,1.0,5.0,6.0
EB-1137,7900,5,2018-11-03,7900,2018,11,3,39500,EB,eBike,2018-10-29,Saturday,1.0,8.0,5.0,5.571428571428571
EB-1137,7900,8,2018-11-25,7900,2018,11,25,63200,EB,eBike,2018-11-19,Sunday,5.0,8.0,4.666666666666667,5.571428571428571
EB-1137,7900,8,2018-11-26,7900,2018,11,26,63200,EB,eBike,2018-11-26,Monday,8.0,9.0,7.0,5.428571428571429
EB-1137,7900,7,2018-12-05,7900,2018,12,5,55300,EB,eBike,2018-12-03,Wednesday,8.0,2.0,7.666666666666667,6.142857142857143
EB-1137,7900,1,2018-12-11,7900,2018,12,11,7900,EB,eBike,2018-12-10,Tuesday,7.0,5.0,5.333333333333333,5.571428571428571
EB-1137,7900,3,2018-12-21,7900,2018,12,21,23700,EB,eBike,2018-12-17,Friday,1.0,9.0,3.6666666666666665,4.714285714285714
EB-1137,7900,10,2019-01-01,7900,2019,1,1,79000,EB,eBike,2018-12-31,Tuesday,3.0,1.0,4.666666666666667,6.0
EB-1137,7900,10,2019-01-02,7900,2019,1,2,79000,EB,eBike,2018-12-31,Wednesday,10.0,5.0,7.666666666666667,6.714285714285714
EB-1137,7900,4,2019-01-09,7900,2019,1,9,31600,EB,eBike,2019-01-07,Wednesday,10.0,8.0,8.0,6.142857142857143
EB-1137,7900,5,2019-01-15,7900,2019,1,15,39500,EB,eBike,2019-01-14,Tuesday,4.0,8.0,6.333333333333333,5.714285714285714
EB-1137,7900,6,2019-01-18,7900,2019,1,18,47400,EB,eBike,2019-01-14,Friday,5.0,7.0,5.0,5.571428571428571
EB-1137,7900,5,2019-01-22,7900,2019,1,22,39500,EB,eBike,2019-01-21,Tuesday,6.0,1.0,5.333333333333333,6.142857142857143
EB-1137,7900,6,2019-02-18,7900,2019,2,18,47400,EB,eBike,2019-02-18,Monday,5.0,3.0,5.666666666666667,6.571428571428571
EB-1137,7900,8,2019-02-18,7900,2019,2,18,63200,EB,eBike,2019-02-18,Monday,6.0,10.0,6.333333333333333,6.285714285714286
EB-1137,7900,9,2019-03-09,7900,2019,3,9,71100,EB,eBike,2019-03-04,Saturday,8.0,10.0,7.666666666666667,6.142857142857143
EB-1137,7900,5,2019-03-09,7900,2019,3,9,39500,EB,eBike,2019-03-04,Saturday,9.0,4.0,7.333333333333333,6.285714285714286
EB-1137,7900,7,2019-03-20,7900,2019,3,20,55300,EB,eBike,2019-03-18,Wednesday,5.0,5.0,7.0,6.571428571428571
EB-1137,7900,1,2019-04-02,7900,2019,4,2,7900,EB,eBike,2019-04-01,Tuesday,7.0,6.0,4.333333333333333,5.857142857142857
EB-1137,7900,6,2019-04-13,7900,2019,4,13,47400,EB,eBike,2019-04-08,Saturday,1.0,5.0,4.666666666666667,6.0
EB-1137,7900,2,2019-04-15,7900,2019,4,15,15800,EB,eBike,2019-04-15,Monday,6.0,6.0,3.0,5.428571428571429
EB-1137,7900,7,2019-04-16,7900,2019,4,16,55300,EB,eBike,2019-04-15,Tuesday,2.0,8.0,5.0,5.285714285714286
EB-1137,7900,10,2019-04-16,7900,2019,4,16,79000,EB,eBike,2019-04-15,Tuesday,7.0,9.0,6.333333333333333,5.428571428571429
EB-1137,7900,10,2019-04-23,7900,2019,4,23,79000,EB,eBike,2019-04-22,Tuesday,10.0,5.0,9.0,6.142857142857143
EB-1137,7900,1,2019-04-28,7900,2019,4,28,7900,EB,eBike,2019-04-22,Sunday,10.0,7.0,7.0,5.285714285714286
EB-1137,7900,1,2019-05-10,7900,2019,5,10,7900,EB,eBike,2019-05-06,Friday,1.0,1.0,4.0,5.285714285714286
EB-1137,7900,5,2019-05-10,7900,2019,5,10,39500,EB,eBike,2019-05-06,Friday,1.0,6.0,2.3333333333333335,5.142857142857143
EB-1137,7900,5,2019-05-24,7900,2019,5,24,39500,EB,eBike,2019-05-20,Friday,5.0,2.0,3.6666666666666665,5.571428571428571
EB-1137,7900,5,2019-05-31,7900,2019,5,31,39500,EB,eBike,2019-05-27,Friday,5.0,7.0,5.0,5.285714285714286
EB-1137,7900,10,2019-06-13,7900,2019,6,13,79000,EB,eBike,2019-06-10,Thursday,5.0,10.0,6.666666666666667,5.285714285714286
EB-1137,7900,4,2019-06-13,7900,2019,6,13,31600,EB,eBike,2019-06-10,Thursday,10.0,10.0,6.333333333333333,4.428571428571429
EB-1137,7900,8,2019-06-14,7900,2019,6,14,63200,EB,eBike,2019-06-10,Friday,4.0,1.0,7.333333333333333,5.428571428571429
HB-1171,699,2,2018-03-08,699,2018,3,8,1398,HB,Hybrid Bike,2018-03-05,Thursday,0.0,0.0,0.0,0.0
HB-1171,699,4,2018-03-09,699,2018,3,9,2796,HB,Hybrid Bike,2018-03-05,Friday,2.0,0.0,0.0,0.0
HB-1171,699,1,2018-04-08,699,2018,4,8,699,HB,Hybrid Bike,2018-04-02,Sunday,4.0,0.0,2.3333333333333335,0.0
HB-1171,699,6,2018-04-14,699,2018,4,14,4194,HB,Hybrid Bike,2018-04-09,Saturday,1.0,0.0,3.6666666666666665,0.0
HB-1171,699,7,2018-04-20,699,2018,4,20,4893,HB,Hybrid Bike,2018-04-16,Friday,6.0,0.0,4.666666666666667,0.0
HB-1171,699,7,2018-04-20,699,2018,4,20,4893,HB,Hybrid Bike,2018-04-16,Friday,7.0,0.0,6.666666666666667,0.0
HB-1171,699,4,2018-05-28,699,2018,5,28,2796,HB,Hybrid Bike,2018-05-28,Monday,7.0,0.0,6.0,4.428571428571429
HB-1171,699,8,2018-07-03,699,2018,7,3,5592,HB,Hybrid Bike,2018-07-02,Tuesday,4.0,2.0,6.333333333333333,5.285714285714286
HB-1171,699,3,2018-08-08,699,2018,8,8,2097,HB,Hybrid Bike,2018-08-06,Wednesday,8.0,4.0,5.0,5.142857142857143
HB-1171,699,4,2018-08-22,699,2018,8,22,2796,HB,Hybrid Bike,2018-08-20,Wednesday,3.0,1.0,5.0,5.571428571428571
HB-1171,699,1,2018-09-21,699,2018,9,21,699,HB,Hybrid Bike,2018-09-17,Friday,4.0,6.0,2.6666666666666665,4.857142857142857
HB-1171,699,1,2018-10-13,699,2018,10,13,699,HB,Hybrid Bike,2018-10-08,Saturday,1.0,7.0,2.0,4.0
HB-1171,699,1,2018-10-13,699,2018,10,13,699,HB,Hybrid Bike,2018-10-08,Saturday,1.0,7.0,1.0,3.142857142857143
HB-1171,699,2,2018-10-23,699,2018,10,23,1398,HB,Hybrid Bike,2018-10-22,Tuesday,1.0,4.0,1.3333333333333333,2.857142857142857
HB-1171,699,1,2018-11-03,699,2018,11,3,699,HB,Hybrid Bike,2018-10-29,Saturday,2.0,8.0,1.3333333333333333,1.8571428571428572
HB-1171,699,9,2018-11-06,699,2018,11,6,6291,HB,Hybrid Bike,2018-11-05,Tuesday,1.0,3.0,4.0,2.7142857142857144
HB-1171,699,6,2018-11-10,699,2018,11,10,4194,HB,Hybrid Bike,2018-11-05,Saturday,9.0,4.0,5.333333333333333,3.0
HB-1171,699,4,2018-11-25,699,2018,11,25,2796,HB,Hybrid Bike,2018-11-19,Sunday,6.0,1.0,6.333333333333333,3.4285714285714284
HB-1171,699,6,2018-11-30,699,2018,11,30,4194,HB,Hybrid Bike,2018-11-26,Friday,4.0,1.0,5.333333333333333,4.142857142857143
HB-1171,699,10,2018-12-14,699,2018,12,14,6990,HB,Hybrid Bike,2018-12-10,Friday,6.0,1.0,6.666666666666667,5.428571428571429
HB-1171,699,7,2018-12-23,699,2018,12,23,4893,HB,Hybrid Bike,2018-12-17,Sunday,10.0,2.0,7.666666666666667,6.142857142857143
HB-1171,699,8,2019-01-08,699,2019,1,8,5592,HB,Hybrid Bike,2019-01-07,Tuesday,7.0,1.0,8.333333333333334,7.142857142857143
HB-1171,699,7,2019-01-15,699,2019,1,15,4893,HB,Hybrid Bike,2019-01-14,Tuesday,8.0,9.0,7.333333333333333,6.857142857142857
HB-1171,699,4,2019-01-17,699,2019,1,17,2796,HB,Hybrid Bike,2019-01-14,Thursday,7.0,6.0,6.333333333333333,6.571428571428571
HB-1171,699,5,2019-01-22,699,2019,1,22,3495,HB,Hybrid Bike,2019-01-21,Tuesday,4.0,4.0,5.333333333333333,6.714285714285714
HB-1171,699,2,2019-01-23,699,2019,1,23,1398,HB,Hybrid Bike,2019-01-21,Wednesday,5.0,6.0,3.6666666666666665,6.142857142857143
HB-1171,699,2,2019-02-02,699,2019,2,2,1398,HB,Hybrid Bike,2019-01-28,Saturday,2.0,10.0,3.0,5.0
HB-1171,699,10,2019-02-13,699,2019,2,13,6990,HB,Hybrid Bike,2019-02-11,Wednesday,2.0,7.0,4.666666666666667,5.428571428571429
HB-1171,699,2,2019-02-13,699,2019,2,13,1398,HB,Hybrid Bike,2019-02-11,Wednesday,10.0,8.0,4.666666666666667,4.571428571428571
HB-1171,699,5,2019-02-28,699,2019,2,28,3495,HB,Hybrid Bike,2019-02-25,Thursday,2.0,7.0,5.666666666666667,4.285714285714286
HB-1171,699,10,2019-03-10,699,2019,3,10,6990,HB,Hybrid Bike,2019-03-04,Sunday,5.0,4.0,5.666666666666667,5.142857142857143
HB-1171,699,8,2019-03-20,699,2019,3,20,5592,HB,Hybrid Bike,2019-03-18,Wednesday,10.0,5.0,7.666666666666667,5.571428571428571
HB-1171,699,3,2019-04-01,699,2019,4,1,2097,HB,Hybrid Bike,2019-04-01,Monday,8.0,2.0,7.0,5.714285714285714
HB-1171,699,2,2019-04-16,699,2019,4,16,1398,HB,Hybrid Bike,2019-04-15,Tuesday,3.0,2.0,4.333333333333333,5.714285714285714
HB-1171,699,4,2019-05-12,699,2019,5,12,2796,HB,Hybrid Bike,2019-05-06,Sunday,2.0,10.0,3.0,4.857142857142857
HB-1171,699,1,2019-05-25,699,2019,5,25,699,HB,Hybrid Bike,2019-05-20,Saturday,4.0,2.0,2.3333333333333335,4.714285714285714
HB-1171,699,7,2019-06-03,699,2019,6,3,4893,HB,Hybrid Bike,2019-06-03,Monday,1.0,5.0,4.0,5.0
HB-1171,699,6,2019-06-13,699,2019,6,13,4194,HB,Hybrid Bike,2019-06-10,Thursday,7.0,10.0,4.666666666666667,4.428571428571429
HB-1171,699,10,2019-06-17,699,2019,6,17,6990,HB,Hybrid Bike,2019-06-17,Monday,6.0,8.0,7.666666666666667,4.714285714285714
HB-1171,699,10,2019-06-19,699,2019,6,19,6990,HB,Hybrid Bike,2019-06-17,Wednesday,10.0,3.0,8.666666666666666,5.714285714285714
HB-1171,699,8,2019-06-22,699,2019,6,22,5592,HB,Hybrid Bike,2019-06-17,Saturday,10.0,2.0,9.333333333333334,6.571428571428571
HB-1172,799,2,2018-04-02,799,2018,4,2,1598,HB,Hybrid Bike,2018-04-02,Monday,0.0,0.0,0.0,0.0
HB-1172,799,1,2018-04-02,799,2018,4,2,799,HB,Hybrid Bike,2018-04-02,Monday,2.0,0.0,0.0,0.0
HB-1172,799,9,2018-04-02,799,2018,4,2,7191,HB,Hybrid Bike,2018-04-02,Monday,1.0,0.0,4.0,0.0
HB-1172,799,7,2018-04-14,799,2018,4,14,5593,HB,Hybrid Bike,2018-04-09,Saturday,9.0,0.0,5.666666666666667,0.0
HB-1172,799,9,2018-05-18,799,2018,5,18,7191,HB,Hybrid Bike,2018-05-14,Friday,7.0,0.0,8.333333333333334,0.0
HB-1172,799,8,2018-05-29,799,2018,5,29,6392,HB,Hybrid Bike,2018-05-28,Tuesday,9.0,0.0,8.0,0.0
HB-1172,799,4,2018-06-01,799,2018,6,1,3196,HB,Hybrid Bike,2018-05-28,Friday,8.0,0.0,7.0,5.714285714285714
HB-1172,799,1,2018-06-17,799,2018,6,17,799,HB,Hybrid Bike,2018-06-11,Sunday,4.0,2.0,4.333333333333333,5.571428571428571
HB-1172,799,5,2018-07-08,799,2018,7,8,3995,HB,Hybrid Bike,2018-07-02,Sunday,1.0,1.0,3.3333333333333335,6.142857142857143
HB-1172,799,2,2018-07-13,799,2018,7,13,1598,HB,Hybrid Bike,2018-07-09,Friday,5.0,9.0,2.6666666666666665,5.142857142857143
HB-1172,799,8,2018-07-19,799,2018,7,19,6392,HB,Hybrid Bike,2018-07-16,Thursday,2.0,7.0,5.0,5.285714285714286
HB-1172,799,9,2018-08-20,799,2018,8,20,7191,HB,Hybrid Bike,2018-08-20,Monday,8.0,9.0,6.333333333333333,5.285714285714286
HB-1172,799,2,2018-08-23,799,2018,8,23,1598,HB,Hybrid Bike,2018-08-20,Thursday,9.0,8.0,6.333333333333333,4.428571428571429
HB-1172,799,8,2018-09-17,799,2018,9,17,6392,HB,Hybrid Bike,2018-09-17,Monday,2.0,4.0,6.333333333333333,5.0
HB-1172,799,2,2018-09-30,799,2018,9,30,1598,HB,Hybrid Bike,2018-09-24,Sunday,8.0,1.0,4.0,5.142857142857143
HB-1172,799,4,2018-10-16,799,2018,10,16,3196,HB,Hybrid Bike,2018-10-15,Tuesday,2.0,5.0,4.666666666666667,5.0
HB-1172,799,8,2018-11-06,799,2018,11,6,6392,HB,Hybrid Bike,2018-11-05,Tuesday,4.0,2.0,4.666666666666667,5.857142857142857
HB-1172,799,1,2018-11-26,799,2018,11,26,799,HB,Hybrid Bike,2018-11-26,Monday,8.0,8.0,4.333333333333333,4.857142857142857
HB-1172,799,3,2018-12-14,799,2018,12,14,2397,HB,Hybrid Bike,2018-12-10,Friday,1.0,9.0,4.0,4.0
HB-1172,799,6,2018-12-28,799,2018,12,28,4794,HB,Hybrid Bike,2018-12-24,Friday,3.0,2.0,3.3333333333333335,4.571428571428571
HB-1172,799,7,2019-01-02,799,2019,1,2,5593,HB,Hybrid Bike,2018-12-31,Wednesday,6.0,8.0,5.333333333333333,4.428571428571429
HB-1172,799,6,2019-01-03,799,2019,1,3,4794,HB,Hybrid Bike,2018-12-31,Thursday,7.0,2.0,6.333333333333333,5.0
HB-1172,799,7,2019-01-18,799,2019,1,18,5593,HB,Hybrid Bike,2019-01-14,Friday,6.0,4.0,6.666666666666667,5.428571428571429
HB-1172,799,10,2019-02-13,799,2019,2,13,7990,HB,Hybrid Bike,2019-02-11,Wednesday,7.0,8.0,7.666666666666667,5.714285714285714
HB-1172,799,6,2019-03-16,799,2019,3,16,4794,HB,Hybrid Bike,2019-03-11,Saturday,10.0,1.0,7.666666666666667,6.428571428571429
HB-1172,799,10,2019-03-20,799,2019,3,20,7990,HB,Hybrid Bike,2019-03-18,Wednesday,6.0,3.0,8.666666666666666,7.428571428571429
HB-1172,799,2,2019-04-08,799,2019,4,8,1598,HB,Hybrid Bike,2019-04-08,Monday,10.0,6.0,6.0,6.857142857142857
HB-1172,799,7,2019-05-13,799,2019,5,13,5593,HB,Hybrid Bike,2019-05-13,Monday,2.0,7.0,6.333333333333333,6.857142857142857
HB-1172,799,4,2019-06-03,799,2019,6,3,3196,HB,Hybrid Bike,2019-06-03,Monday,7.0,6.0,4.333333333333333,6.571428571428571
HB-1172,799,8,2019-06-05,799,2019,6,5,6392,HB,Hybrid Bike,2019-06-03,Wednesday,4.0,7.0,6.333333333333333,6.714285714285714
HB-1172,799,9,2019-06-16,799,2019,6,16,7191,HB,Hybrid Bike,2019-06-10,Sunday,8.0,10.0,7.0,6.571428571428571
HB-1172,799,1,2019-06-17,799,2019,6,17,799,HB,Hybrid Bike,2019-06-17,Monday,9.0,6.0,6.0,5.857142857142857
HB-1172,799,7,2019-06-19,799,2019,6,19,5593,HB,Hybrid Bike,2019-06-17,Wednesday,1.0,10.0,5.666666666666667,5.428571428571429
HB-1173,649,8,2018-03-25,649,2018,3,25,5192,HB,Hybrid Bike,2018-03-19,Sunday,0.0,0.0,0.0,0.0
HB-1173,649,8,2018-03-25,649,2018,3,25,5192,HB,Hybrid Bike,2018-03-19,Sunday,8.0,0.0,0.0,0.0
HB-1173,649,8,2018-03-25,649,2018,3,25,5192,HB,Hybrid Bike,2018-03-19,Sunday,8.0,0.0,8.0,0.0
HB-1173,649,9,2018-04-21,649,2018,4,21,5841,HB,Hybrid Bike,2018-04-16,Saturday,8.0,0.0,8.333333333333334,0.0
HB-1173,649,5,2018-05-29,649,2018,5,29,3245,HB,Hybrid Bike,2018-05-28,Tuesday,9.0,0.0,7.333333333333333,0.0
HB-1173,649,7,2018-05-29,649,2018,5,29,4543,HB,Hybrid Bike,2018-05-28,Tuesday,5.0,0.0,7.0,0.0
HB-1173,649,1,2018-05-31,649,2018,5,31,649,HB,Hybrid Bike,2018-05-28,Thursday,7.0,0.0,4.333333333333333,6.571428571428571
HB-1173,649,3,2018-06-17,649,2018,6,17,1947,HB,Hybrid Bike,2018-06-11,Sunday,1.0,8.0,3.6666666666666665,5.857142857142857
HB-1173,649,5,2018-06-22,649,2018,6,22,3245,HB,Hybrid Bike,2018-06-18,Friday,3.0,8.0,3.0,5.428571428571429
HB-1173,649,4,2018-07-13,649,2018,7,13,2596,HB,Hybrid Bike,2018-07-09,Friday,5.0,8.0,4.0,4.857142857142857
HB-1173,649,2,2018-07-16,649,2018,7,16,1298,HB,Hybrid Bike,2018-07-16,Monday,4.0,9.0,3.6666666666666665,3.857142857142857
HB-1173,649,3,2018-07-16,649,2018,7,16,1947,HB,Hybrid Bike,2018-07-16,Monday,2.0,5.0,3.0,3.5714285714285716
HB-1173,649,2,2018-07-19,649,2018,7,19,1298,HB,Hybrid Bike,2018-07-16,Thursday,3.0,7.0,2.3333333333333335,2.857142857142857
HB-1173,649,1,2018-07-20,649,2018,7,20,649,HB,Hybrid Bike,2018-07-16,Friday,2.0,1.0,2.0,2.857142857142857
HB-1173,649,6,2018-08-09,649,2018,8,9,3894,HB,Hybrid Bike,2018-08-06,Thursday,1.0,3.0,3.0,3.2857142857142856
HB-1173,649,5,2018-08-29,649,2018,8,29,3245,HB,Hybrid Bike,2018-08-27,Wednesday,6.0,5.0,4.0,3.2857142857142856
HB-1173,649,4,2018-09-13,649,2018,9,13,2596,HB,Hybrid Bike,2018-09-10,Thursday,5.0,4.0,5.0,3.2857142857142856
HB-1173,649,1,2018-10-06,649,2018,10,6,649,HB,Hybrid Bike,2018-10-01,Saturday,4.0,2.0,3.3333333333333335,3.142857142857143
HB-1173,649,7,2018-10-14,649,2018,10,14,4543,HB,Hybrid Bike,2018-10-08,Sunday,1.0,3.0,4.0,3.7142857142857144
HB-1173,649,9,2018-11-10,649,2018,11,10,5841,HB,Hybrid Bike,2018-11-05,Saturday,7.0,2.0,5.666666666666667,4.714285714285714
HB-1173,649,3,2018-11-24,649,2018,11,24,1947,HB,Hybrid Bike,2018-11-19,Saturday,9.0,1.0,6.333333333333333,5.0
HB-1173,649,3,2018-11-26,649,2018,11,26,1947,HB,Hybrid Bike,2018-11-26,Monday,3.0,6.0,5.0,4.571428571428571
HB-1173,649,6,2018-11-26,649,2018,11,26,3894,HB,Hybrid Bike,2018-11-26,Monday,3.0,5.0,4.0,4.714285714285714
HB-1173,649,4,2018-12-03,649,2018,12,3,2596,HB,Hybrid Bike,2018-12-03,Monday,6.0,4.0,4.333333333333333,4.714285714285714
HB-1173,649,4,2018-12-07,649,2018,12,7,2596,HB,Hybrid Bike,2018-12-03,Friday,4.0,1.0,4.666666666666667,5.142857142857143
HB-1173,649,9,2018-12-08,649,2018,12,8,5841,HB,Hybrid Bike,2018-12-03,Saturday,4.0,7.0,5.666666666666667,5.428571428571429
HB-1173,649,2,2019-01-01,649,2019,1,1,1298,HB,Hybrid Bike,2018-12-31,Tuesday,9.0,9.0,5.0,4.428571428571429
HB-1173,649,5,2019-01-19,649,2019,1,19,3245,HB,Hybrid Bike,2019-01-14,Saturday,2.0,3.0,5.333333333333333,4.714285714285714
HB-1173,649,2,2019-01-22,649,2019,1,22,1298,HB,Hybrid Bike,2019-01-21,Tuesday,5.0,3.0,3.0,4.571428571428571
HB-1173,649,8,2019-02-02,649,2019,2,2,5192,HB,Hybrid Bike,2019-01-28,Saturday,2.0,6.0,5.0,4.857142857142857
HB-1173,649,8,2019-02-11,649,2019,2,11,5192,HB,Hybrid Bike,2019-02-11,Monday,8.0,4.0,6.0,5.428571428571429
HB-1173,649,6,2019-02-19,649,2019,2,19,3894,HB,Hybrid Bike,2019-02-18,Tuesday,8.0,4.0,7.333333333333333,5.714285714285714
HB-1173,649,4,2019-03-20,649,2019,3,20,2596,HB,Hybrid Bike,2019-03-18,Wednesday,6.0,9.0,6.0,5.0
HB-1173,649,1,2019-03-20,649,2019,3,20,649,HB,Hybrid Bike,2019-03-18,Wednesday,4.0,2.0,3.6666666666666665,4.857142857142857
HB-1173,649,7,2019-04-02,649,2019,4,2,4543,HB,Hybrid Bike,2019-04-01,Tuesday,1.0,5.0,4.0,5.142857142857143
HB-1173,649,5,2019-04-08,649,2019,4,8,3245,HB,Hybrid Bike,2019-04-08,Monday,7.0,2.0,4.333333333333333,5.571428571428571
HB-1173,649,3,2019-04-15,649,2019,4,15,1947,HB,Hybrid Bike,2019-04-15,Monday,5.0,8.0,5.0,4.857142857142857
HB-1173,649,1,2019-04-15,649,2019,4,15,649,HB,Hybrid Bike,2019-04-15,Monday,3.0,8.0,3.0,3.857142857142857
