PRODUCTID,PRICE_UNITARIO,QUANTITY,DELIVERYDATE
BX-1016,319,7,2019-04-27
BX-1013,449,6,2019-04-27
EB-1132,1900,7,2019-04-27
RC-1057,4999,5,2019-04-27
CC-1023,1361,9,2019-04-27
RC-1055,1999,3,2019-04-27
CB-1162,400,5,2019-04-15
RC-1053,4599,8,2019-04-15
HB-1176,1199,6,2019-04-15
EB-1132,1900,1,2019-04-23
RO-1003,721,10,2019-04-23
CC-1023,1361,9,2019-04-23
BX-1013,449,4,2019-04-23
RO-1003,721,5,2019-04-15
RO-1001,525,4,2019-04-15
RC-1057,4999,9,2019-04-15
EB-1134,4800,9,2019-04-28
HB-1173,649,6,2019-04-28
EB-1137,7900,1,2019-04-28
CB-1161,399,6,2019-04-28
HB-1173,649,7,2019-04-28
HB-1175,899,7,2019-04-28
BX-1012,399,8,2019-04-28
MB-1032,1299,6,2019-04-27
RC-1055,1999,10,2019-04-27
CB-1163,288,1,2019-04-27
BX-1013,449,10,2019-04-27
MB-1034,2499,4,2019-04-27
DB-1081,1499,1,2019-04-27
HB-1174,379,7,2019-04-27
CB-1161,399,7,2019-04-27
RC-1054,5499,6,2019-04-27
EB-1137,7900,7,2019-04-16
EB-1137,7900,10,2019-04-16
CB-1163,288,8,2019-04-16
CC-1023,1361,1,2019-04-16
BX-1015,299,3,2019-04-16
EB-1136,5000,8,2019-04-16
BX-1015,299,9,2019-04-16
HB-1171,699,2,2019-04-16
RO-1002,689,9,2019-04-16
DB-1082,1250,1,2019-04-22
HB-1175,899,1,2019-04-22
EB-1134,4800,1,2019-04-22
CB-1163,288,10,2019-04-22
BX-1015,299,9,2019-04-22
HB-1176,1199,10,2019-04-22
RC-1057,4999,8,2019-04-22
RO-1002,689,8,2019-05-13
MB-1034,2499,5,2019-05-13
EB-1134,4800,5,2019-05-13
RC-1054,5499,2,2019-05-13
MB-1031,649,4,2019-04-24
MB-1031,649,9,2019-04-24
BX-1013,449,7,2019-04-24
CC-1022,1200,1,2019-05-10
BX-1015,299,5,2019-05-10
MB-1033,3999,2,2019-05-10
HB-1176,1199,9,2019-05-10
HB-1175,899,4,2019-05-10
CB-1163,288,6,2019-05-10
HB-1173,649,8,2019-05-10
EB-1137,7900,1,2019-05-10
EB-1137,7900,5,2019-05-10
MB-1034,2499,10,2019-04-29
HB-1176,1199,3,2019-04-29
BX-1012,399,7,2019-05-13
CC-1022,1200,2,2019-05-13
BX-1011,249,6,2019-05-13
CC-1021,1144,1,2019-05-08
EB-1136,5000,9,2019-05-08
RC-1055,1999,8,2019-05-08
EB-1133,2250,8,2019-05-08
DB-1083,1199,8,2019-05-08
CC-1023,1361,2,2019-05-08
BX-1013,449,1,2019-05-08
EB-1133,2250,6,2019-05-08
MB-1033,3999,6,2019-05-08
EB-1136,5000,3,2019-05-13
DB-1083,1199,10,2019-05-13
BX-1014,799,9,2019-05-13
EB-1136,5000,6,2019-05-13
MB-1033,3999,10,2019-05-13
CB-1162,400,1,2019-05-13
CC-1021,1144,1,2019-05-13
HB-1173,649,6,2019-05-13
HB-1172,799,7,2019-05-13
DB-1083,1199,8,2019-05-17
RO-1003,721,5,2019-05-17
BX-1013,449,2,2019-05-17
MB-1031,649,7,2019-05-11
EB-1135,3000,10,2019-05-11
BX-1014,799,3,2019-05-11
RC-1053,4599,3,2019-05-11
RO-1001,525,7,2019-05-11
RC-1055,1999,9,2019-05-11
RC-1055,1999,10,2019-05-11
RC-1052,3999,3,2019-05-11
CB-1161,399,2,2019-05-11
RC-1053,4599,4,2019-05-11
HB-1171,699,4,2019-05-12
BX-1015,299,6,2019-05-12
CB-1163,288,1,2019-05-12
BX-1015,299,2,2019-05-12
RC-1057,4999,4,2019-05-12
DB-1083,1199,4,2019-05-12
EB-1135,3000,8,2019-05-12
RC-1051,2499,5,2019-05-12
BX-1015,299,6,2019-05-18
BX-1014,799,5,2019-05-18
EB-1134,4800,4,2019-05-18
DB-1083,1199,10,2019-05-18
RC-1055,1999,10,2019-05-20
BX-1012,399,7,2019-05-20
RC-1052,3999,8,2019-05-20
CC-1021,1144,8,2019-05-20
RC-1054,5499,6,2019-05-20
EB-1131,1500,1,2019-05-19
EB-1135,3000,3,2019-05-19
BX-1015,299,8,2019-05-19
BX-1011,249,6,2019-05-19
DB-1083,1199,6,2019-05-19
HB-1175,899,3,2019-05-19
CC-1023,1361,8,2019-05-19
MB-1034,2499,7,2019-05-19
EB-1131,1500,9,2019-05-19
CB-1162,400,6,2019-05-19
CC-1022,1200,8,2019-05-30
EB-1131,1500,1,2019-05-30
BX-1013,449,5,2019-05-30
RC-1055,1999,6,2019-05-25
RC-1056,2499,8,2019-05-25
EB-1134,4800,10,2019-05-25
RC-1057,4999,6,2019-05-25
HB-1171,699,1,2019-05-25
MB-1031,649,7,2019-05-11
EB-1135,3000,9,2019-05-11
RC-1055,1999,2,2019-05-11
HB-1173,649,7,2019-05-11
RC-1052,3999,3,2019-05-11
EB-1135,3000,6,2019-05-11
RC-1054,5499,7,2019-05-11
EB-1131,1500,6,2019-05-11
MB-1033,3999,7,2019-05-11
BX-1012,399,1,2019-06-04
BX-1016,319,1,2019-06-04
EB-1133,2250,9,2019-06-04
MB-1032,1299,1,2019-05-31
HB-1173,649,7,2019-05-31
BX-1013,449,2,2019-05-31
EB-1131,1500,5,2019-05-31
CB-1163,288,6,2019-05-31
EB-1134,4800,5,2019-05-31
DB-1083,1199,7,2019-05-31
BX-1016,319,9,2019-05-31
CC-1023,1361,1,2019-05-31
CC-1022,1200,8,2019-05-31
RC-1057,4999,10,2019-05-15
CC-1021,1144,8,2019-05-15
RC-1056,2499,6,2019-05-15
BX-1016,319,10,2019-05-26
RC-1052,3999,4,2019-05-26
EB-1134,4800,2,2019-05-26
RC-1056,2499,3,2019-05-26
DB-1082,1250,4,2019-05-26
RO-1002,689,8,2019-05-26
RC-1057,4999,9,2019-05-26
CC-1021,1144,3,2019-05-26
BX-1013,449,1,2019-05-26
MB-1033,3999,5,2019-06-13
BX-1011,249,5,2019-06-13
EB-1137,7900,10,2019-06-13
RC-1052,3999,2,2019-06-13
MB-1033,3999,4,2019-06-13
RC-1057,4999,3,2019-06-13
EB-1132,1900,6,2019-06-13
RO-1002,689,6,2019-05-24
EB-1132,1900,10,2019-05-24
RC-1052,3999,5,2019-05-24
MB-1034,2499,4,2019-05-24
EB-1137,7900,5,2019-05-24
CC-1022,1200,1,2019-05-31
DB-1083,1199,7,2019-05-31
EB-1137,7900,5,2019-05-31
EB-1136,5000,9,2019-06-19
RC-1051,2499,2,2019-06-19
HB-1172,799,7,2019-06-19
EB-1131,1500,3,2019-06-19
MB-1031,649,10,2019-06-19
BX-1016,319,2,2019-06-19
EB-1132,1900,6,2019-06-25
RC-1054,5499,7,2019-06-25
DB-1082,1250,9,2019-05-24
CC-1023,1361,7,2019-05-24
EB-1131,1500,3,2019-05-24
CC-1022,1200,3,2019-05-24
EB-1133,2250,7,2019-05-24
MB-1031,649,10,2019-06-20
HB-1175,899,9,2019-06-20
RC-1052,3999,6,2019-06-20
DB-1082,1250,10,2019-06-20
BX-1012,399,10,2019-06-20
HB-1171,699,7,2019-06-03
CB-1162,400,5,2019-06-03
HB-1176,1199,3,2019-06-03
MB-1031,649,8,2019-06-03
HB-1172,799,4,2019-06-03
CC-1023,1361,4,2019-06-03
RC-1056,2499,10,2019-06-03
BX-1011,249,1,2019-06-03
CC-1022,1200,4,2019-06-03
EB-1134,4800,4,2019-06-03
MB-1031,649,2,2019-06-27
CC-1022,1200,3,2019-06-27
BX-1013,449,7,2019-06-27
MB-1031,649,1,2019-06-27
DB-1083,1199,3,2019-06-27
CB-1162,400,3,2019-06-27
CB-1162,400,10,2019-06-27
CB-1162,400,3,2019-06-27
CC-1023,1361,7,2019-06-27
MB-1032,1299,9,2019-06-27
HB-1172,799,9,2019-06-16
RC-1057,4999,2,2019-06-16
EB-1134,4800,2,2019-06-16
RC-1055,1999,6,2019-06-16
CB-1163,288,10,2019-06-28
BX-1011,249,4,2019-06-08
EB-1132,1900,8,2019-06-08
DB-1083,1199,7,2019-06-22
DB-1083,1199,2,2019-06-22
EB-1134,4800,9,2019-06-22
HB-1175,899,9,2019-06-22
RC-1053,4599,10,2019-06-22
DB-1081,1499,7,2019-06-22
HB-1171,699,8,2019-06-22
RC-1054,5499,8,2019-06-19
RC-1056,2499,2,2019-06-19
MB-1031,649,7,2019-06-19
DB-1083,1199,4,2019-06-21
BX-1016,319,5,2019-06-21
BX-1013,449,8,2019-06-21
RO-1001,525,4,2019-06-21
CC-1023,1361,7,2019-06-21
CB-1161,399,4,2019-06-21
CC-1023,1361,10,2019-06-21
RO-1002,689,1,2019-06-21
CC-1022,1200,7,2019-06-05
DB-1081,1499,10,2019-06-05
HB-1172,799,8,2019-06-05
EB-1136,5000,8,2019-06-05
CC-1021,1144,6,2019-06-05
DB-1083,1199,7,2019-06-05
BX-1016,319,3,2019-06-05
EB-1136,5000,2,2019-06-05
BX-1012,399,7,2019-06-05
RC-1057,4999,5,2019-06-05
EB-1131,1500,7,2019-06-17
MB-1032,1299,4,2019-06-17
BX-1013,449,5,2019-06-17
CB-1163,288,4,2019-06-17
HB-1173,649,7,2019-06-17
HB-1172,799,1,2019-06-17
CB-1163,288,2,2019-06-17
HB-1174,379,1,2019-06-17
CC-1023,1361,8,2019-06-17
HB-1171,699,10,2019-06-17
EB-1132,1900,2,2019-06-10
RC-1057,4999,9,2019-06-10
HB-1174,379,2,2019-06-10
EB-1135,3000,10,2019-06-10
EB-1133,2250,1,2019-06-10
BX-1011,249,9,2019-06-10
MB-1033,3999,4,2019-06-10
MB-1034,2499,4,2019-06-06
BX-1016,319,2,2019-06-06
BX-1013,449,7,2019-06-06
MB-1033,3999,3,2019-06-14
RO-1002,689,4,2019-06-14
EB-1137,7900,8,2019-06-14
MB-1032,1299,2,2019-06-14
BX-1012,399,5,2019-06-14
CB-1162,400,4,2019-06-14
RO-1002,689,5,2019-06-14
EB-1136,5000,10,2019-06-06
BX-1016,319,1,2019-06-06
BX-1013,449,10,2019-06-06
BX-1013,449,5,2019-06-30
RO-1002,689,7,2019-06-30
DB-1082,1250,4,2019-06-30
RC-1051,2499,2,2019-06-30
HB-1174,379,4,2019-07-08
EB-1132,1900,5,2019-07-08
RC-1053,4599,9,2019-06-13
BX-1014,799,1,2019-06-13
CC-1022,1200,7,2019-06-13
RC-1053,4599,3,2019-06-13
CC-1023,1361,9,2019-06-13
HB-1173,649,10,2019-06-13
DB-1081,1499,5,2019-06-13
BX-1012,399,1,2019-06-13
CB-1163,288,8,2019-06-13
EB-1137,7900,4,2019-06-13
MB-1032,1299,8,2019-06-13
RC-1057,4999,8,2019-06-13
HB-1171,699,6,2019-06-13
RC-1056,2499,10,2019-06-13
HB-1175,899,3,2019-06-30
RC-1051,2499,4,2019-06-30
HB-1171,699,10,2019-06-19
BX-1011,249,5,2019-06-19
CB-1163,288,7,2019-06-19
CC-1022,1200,3,2019-06-19
BX-1014,799,9,2019-06-19
RC-1052,3999,9,2019-06-19
RC-1055,1999,4,2019-06-19
RC-1054,5499,1,2019-06-19
MB-1031,649,10,2019-07-09
BX-1013,449,3,2019-07-09
EB-1132,1900,3,2019-07-09
BX-1011,249,5,2019-07-09
BX-1015,299,6,2019-07-09
